gene,n_tissue,tissue_1,tissue_2,tissue_3,tissue_4,tissue_5,tissue_6,direct_association.diseaseId,direct_association.score,direct_association.disease,ensembl_ID
ITPR1,1,KIDNEY,"","","","","",Orphanet_208513,0.776836039988426,"Spinocerebellar ataxia type 29: Spinocerebellar ataxia type 29 (SCA29) is a rare subtype of autosomal dominant cerebellar ataxia type 1 (ADCA type 1; see this term) characterized by very slowly progressive or non-progressive ataxia, dysarthria, oculomotor abnormalities and intellectual disability.",ENSG00000150995
NBAS,1,ADRNL,"","","","","",MONDO_0014659,0.776633207288228,infantile liver failure syndrome 2: Any infantile liver failure in which the cause of the disease is a mutation in the NBAS gene.,ENSG00000151779
ATP1A3,1,HEART,"","","","","",Orphanet_1171,0.775636432109196,"Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss: Cerebellar ataxia - areflexia - pes cavus - optic atrophy - sensorineural hearing loss (CAPOS syndrome) is a rare autosomal dominant neurological disorder characterized by early onset cerebellar ataxia, associated with areflexia, progressive optic atrophy, sensorineural deafness, a pes cavus deformity, and abnormal eye movements.",ENSG00000105409
MYBPC3,1,HEART,"","","","","",MONDO_0007268,0.775635150209599,"hypertrophic cardiomyopathy 4: An autosomal dominant condition caused by mutation(s) in the MYBPC3 gene, encoding MYBPC3 protein. It is characterized by severe neonatal hypertrophic cardiomyopathy.",ENSG00000134571
MICU1,1,LUNG,"","","","","",Orphanet_401768,0.774917074676051,"Proximal myopathy with extrapyramidal signs: Proximal myopathy with extrapyramidal signs is a rare, hereditary non-dystrophic myopathy characterized by proximal muscle weakness, delayed motor development, learning difficulties, and progressive extrapyramidal motor signs including chorea, dystonia and tremor. Variable additional features have been reported - ataxia, microcephaly, ophthalmoplegia, ptosis, and optic atrophy.",ENSG00000107745
SLC1A4,1,COLON,"","","","","",MONDO_0014725,0.77476175024215,spastic tetraplegia-thin corpus callosum-progressive postnatal microcephaly syndrome: NA,ENSG00000115902
LMBR1,1,ADRNL,"","","","","",Orphanet_2950,0.772603713814616,"Triphalangeal thumb - polysyndactyly syndrome: Triphalangeal thumb-polysyndactyly syndrome (TPT-PS) is a hand-foot malformation characterized by triphalangeal thumbs and pre- and postaxial polydactyly, isolated syndactyly or complex polysyndactyly.",ENSG00000105983
BRCA2,1,ADRNL,"","","","","",Orphanet_319462,0.772379294041154,Inherited cancer-predisposing syndrome due to biallelic BRCA2 mutations: NA,ENSG00000139618
IFNGR1,1,COLON,"","","","","",MONDO_0008856,0.772357412620234,immunodeficiency 27A: NA,ENSG00000027697
GMPPB,1,COLON,"","","","","",Orphanet_370968,0.772347843393227,Congenital muscular dystrophy with intellectual disability: NA,ENSG00000173540
CAMTA1,1,ADRNL,"","","","","",Orphanet_314647,0.772287071915277,"Non-progressive cerebellar ataxia with intellectual disability: Non-progressive cerebellar ataxia with intellectual deficit is a rare subtype of autosomal dominant cerebellar ataxia type 1 (ADCA type 1) characterized by the onset in infancy of cerebellar ataxia, neonatal hypotonia (in some), mild developmental delay and, in later life, intellectual disability. Less common features include dysarthria, dysmetria and dysmorphic facial features (long face, bulbous nose long philtrum, thick lower lip and pointed chin).",ENSG00000171735
VWF,1,LUNG,"","","","","",Orphanet_166096,0.77226451511646,"Von Willebrand disease type 3: Type 3 von Willebrand disease (type 3 VWD) is the most severe form of VWD characterized by a bleeding disorder associated with a total or near-total absence of Willebrand factor (von Willebrand factor; VWF) in the plasma and cellular compartments, also leading to a profound deficiency of plasmatic factor VIII (FVIII).",ENSG00000110799
DSP,1,HEART,"","","","","",Orphanet_293165,0.772144372135402,Skin fragility-woolly hair-palmoplantar keratoderma syndrome: NA,ENSG00000096696
NBAS,1,ADRNL,"","","","","",Orphanet_370088,0.771794640765536,Acute infantile liver failure-multisystemic involvement syndrome: Any infantile liver failure in which the cause of the disease is a mutation in the LARS gene.,ENSG00000151779
CFH,1,COLON,"","","","","",Orphanet_93571,0.771474857258831,"Dense deposit disease: Dense deposit disease, a histological subtype of MPGN is an idiopathic chronic progressive kidney disorder distinguished by the presence of intra-membranous dense deposits in addition to immune complex subendothelial deposits in the glomerular capillary walls. This form often has a higher recurrence rate after a kidney transplant and is associated with extra-renal manifestations such as familial drusen.",ENSG00000000971
TRRAP,1,SPLEEN,"","","","","",MONDO_0032760,0.771274899964127,developmental delay with or without dysmorphic facies and autism: NA,ENSG00000196367
SF3B4,1,KIDNEY,"","","","","",Orphanet_245,0.770959607546379,"Nager syndrome: Nager syndrome, also called Nager acrofacial dysostosis (NAFD) is a congenital malformation syndrome characterized by mandibulofacial dystosis (malar hypoplasia, micrognathia, external ear malformations) and variable preaxial limb defects.",ENSG00000143368
TIMM50,1,COLON,"","","","","",MONDO_0044724,0.770869275018933,3-methylglutaconic aciduria type 9: NA,ENSG00000105197
SCN1A,1,HEART,"","","","","",MONDO_0012320,0.768637006680828,"migraine, familial hemiplegic, 3: Any familial or sporadic hemiplegic migraine in which the cause of the disease is a mutation in the SCN1A gene.",ENSG00000144285
PC,1,KIDNEY,"","","","","",Orphanet_3008,0.76836543708834,"Pyruvate carboxylase deficiency: Pyruvate carboxylase (PC) deficiency is a rare neurometabolic disorder characterized by metabolic acidosis, failure to thrive, developmental delay, and recurrent seizures at an early age in severely affected patients.",ENSG00000173599
CXCR4,1,ADRNL,"","","","","",Orphanet_51636,0.766177323287371,"WHIM syndrome: WHIM (Warts, Hypogammaglobulinemia, Infections, and Myelokathexis) syndrome is a congenital autosomal dominant immune deficiency characterized by abnormal retention of mature neutrophils in the bone marrow (myelokathexis) and occasionnal hypogammaglobulinemia, associated with an increased risk for bacterial infections and a susceptibility to human papillomavirus (HPV) induced lesions (cutaneous warts, genital dysplasia and invasive mucosal carcinoma).",ENSG00000121966
LAMB2,1,HEART,"","","","","",Orphanet_306507,0.763695958794816,"LAMB2-related infantile-onset nephrotic syndrome: LAMB2-related infantile-onset nephrotic syndrome is a rare primary glomerular disease due to homozygous mutations in LAMB2 gene, characterized by prenatal or early-onset progressive steroid-resistant nephrotic syndrome leading to renal failure, and variable ocular defects including myopia, fundus abnormalities, strabismus or nystagmus, without severe visual impairment or blindness. Patients present in early infancy with massive proteinuria, edema, hypertension, and hyperlipidemia. Psychomotor development is normal.",ENSG00000172037
KMT2A,1,SPLEEN,"","","","","",Orphanet_319182,0.763535638648635,"Wiedemann-Steiner syndrome: Wiedemann-Steiner syndrome is a rare genetic condition characterized by distinctive facial features, hairy elbows, short stature, and intellectual disability. This condition is caused by changes (mutations) in the KMT2A gene (also known as the MLL gene). It is inherited in an autosomal dominant manner. Most cases result from new (de novo) mutations that occur only in an egg or sperm cell, or just after conception. Treatment is symptomatic and supportive and may include special education classes and speech and occupational therapies aimed at increasing motor functioning and language.",ENSG00000118058
IFT52,1,COLON,"","","","","",Orphanet_1515,0.761214711941917,"Cranioectodermal dysplasia: Cranioectodermal dysplasia (CED) is a rare developmental disorder characterized by congenital skeletal and ectodermal defects associated with dysmorphic features, nephronophthisis, hepatic fibrosis and ocular anomalies (mainly retinitis pigmentosa).",ENSG00000101052
MME,1,SPLEEN,"","","","","",EFO_0009162,0.761157053705272,"charcot-marie-tooth disease, axonal, type 2t: Charcot-Marie-Tooth disease type 2T (CMT2T) is a slowly progressive autosomal recessive sensorimotor peripheral neuropathy with onset in middle age (Higuchi et al., 2016).",ENSG00000196549
PSPH,1,ADRNL,"","","","","",Orphanet_79350,0.760989673783569,"3-phosphoserine phosphatase deficiency: 3-Phosphoserine phosphatase deficiency is an extremely rare form of serine deficiency syndrome characterized clinically by congenital microcephaly and severe psychomotor retardation in the single reported case to date, which was associated with Williams syndrome.",ENSG00000146733
TRPM6,1,SMLINT,"","","","","",Orphanet_30924,0.760828810182544,"Primary hypomagnesemia with secondary hypocalcemia: Primary hypomagnesemia with secondary hypocalcemia (PHSH) is a form of familial primary hypomagnesemia (FPH, see this term), characterized by severe hypomagnesemia and secondary hypocalcemia associated with neurological symptoms, including generalized seizures, tetany and muscle spasms. PHSH may be fatal or may result in chronic irreversible neurological complications.",ENSG00000119121
SNX14,1,ADRNL,"","","","","",Orphanet_397709,0.760060970430772,Intellectual disability-coarse face-macrocephaly-cerebellar hypotrophy syndrome: Any autosomal recessive cerebellar ataxia in which the cause of the disease is a mutation in the SNX14 gene.,ENSG00000135317
NANS,1,COLON,"","","","","",Orphanet_168454,0.759872899053044,"Spondyloepimetaphyseal dysplasia, Geneviève type: NA",ENSG00000095380
ITPR1,1,KIDNEY,"","","","","",Orphanet_98769,0.759690374944667,"Spinocerebellar ataxia type 15/16: Spinocerebellar ataxia type 15/16 (SCA15/16) is a rare subtype of type I autosomal dominant cerebellar ataxia (ADCA type I). It is characterized by cerebellar ataxia, tremor and cognitive impairment.",ENSG00000150995
NBAS,1,ADRNL,"","","","","",Orphanet_391677,0.759538866559346,Short stature-optic atrophy-Pelger-Huët anomaly syndrome: NA,ENSG00000151779
ITCH,1,ADRNL,"","","","","",Orphanet_228426,0.758752962437052,Syndromic multisystem autoimmune disease due to Itch deficiency: NA,ENSG00000078747
KLHL3,1,SPLEEN,"","","","","",Orphanet_757,0.758054360407036,"Pseudohypoaldosteronism type 2: Pseudohypoaldosteronism type 2 (PHA2) is a rare inherited form of hypertension characterized by hyperkalemia, hyperchloremic metabolic acidosis, normal or elevated aldosterone, low renin, and normal renal function.",ENSG00000146021
CAPN1,1,ADRNL,"","","","","",EFO_0009019,0.757482459786173,"Autosomal recessive spastic paraplegia type 76: Spastic paraplegia-76 is an autosomal recessive neurologic disorder characterized by young-adult onset of slowly progressive spasticity of the lower limbs resulting in gait difficulties. Most affected individuals have upper limb involvement and additional features such as foot deformities and dysarthria. Cognition is unaffected (summary by Gan-Or et al., 2016).",ENSG00000014216
GALE,1,COLON,"","","","","",Orphanet_352,0.757440899128369,"Galactosemia: Galactosemia is a group of rare genetic metabolic disorders characterized by impaired galactose metabolism resulting in a range of variable manifestations encompassing a severe, life-threatening disease (classic galactosemia), a rare mild form (galactokinase deficiency) causing cataract, and a very rare form with variable severity (galactose epimerase deficiency) resembling classic galactosemia in the severe form (see these terms).",ENSG00000117308
CFH,1,COLON,"","","","","",Orphanet_329918,0.757426213797483,Non-immunoglobulin-mediated membranoproliferative glomerulonephritis: NA,ENSG00000000971
DSP,1,HEART,"","","","","",MONDO_0011831,0.757216328466543,arrhythmogenic right ventricular dysplasia 8: Any arrhythmogenic right ventricular cardiomyopathy in which the cause of the disease is a mutation in the DSP gene.,ENSG00000096696
