rat_ensembl_gene,ome,tissue,node,rat_gene_symbol,human_gene_symbol,human_ensembl_gene,chr,gene_start,gene_end,male.logFC,male.phenotypic_expression_Z,male.genetic_expression_Z,female.logFC,female.phenotypic_expression_Z,female.genetic_expression_Z,num_twas_hits,twas_hits
ENSRNOG00000060530,TRNSCRPT,BLOOD,8w_F1_M1,Cdc34,CDC34,ENSG00000099804,chr19,531712,542092,1.12766788643719,4.56021458912246,,0.348665350968661,1.08576113673702,,0,""
ENSRNOG00000061073,TRNSCRPT,BLOOD,8w_F-1_M-1,Zfp275,ZNF275,ENSG00000063587,chrX,153334155,153360110,-1.0174551251351,-3.90266080960517,,-0.529355975439421,-1.74438714551965,,0,""
ENSRNOG00000061543,TRNSCRPT,BLOOD,8w_F1_M1,Ap2b1,AP2B1,ENSG00000006125,chr17,35586899,35726409,0.548947890734845,2.67190420895918,,0.156539279717919,0.565327954963736,,3,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, UKB_1180_Morning_or_evening_person_chronotype"
ENSRNOG00000062298,TRNSCRPT,BLOOD,8w_F1_M1,Rpl13a,RPL13A,ENSG00000142541,chr19,49487554,49492308,0.555279770918174,2.76409398339409,,0.178424904844091,0.656728193147501,,0,""
ENSRNOG00000000036,TRNSCRPT,COLON,8w_F1_M1,Klhdc8a,KLHDC8A,ENSG00000162873,chr1,205336065,205357090,0.555094900376744,1.15836976265986,,0.738581393739848,1.2150859345222,,0,""
ENSRNOG00000000248,TRNSCRPT,COLON,8w_F1_M1,Srsf2,SRSF2,ENSG00000161547,chr17,76734115,76736189,0.14584339088395,0.343325124320099,,0.137524770960508,0.248730125420679,,0,""
ENSRNOG00000000321,TRNSCRPT,COLON,8w_F1_M1,Cd24,CD24,ENSG00000272398,chr6,106969831,106975627,0.183245105279396,0.338881328810745,,0.154296450828401,0.234908841171084,,0,""
ENSRNOG00000000465,TRNSCRPT,COLON,8w_F1_M1,Slc39a7,SLC39A7,ENSG00000112473,chr6,33200689,33204439,0.120040431871407,0.281956189667789,,0.198860908599547,0.359705071871495,,1,UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema
ENSRNOG00000000511,TRNSCRPT,COLON,8w_F1_M1,Srpk1,SRPK1,ENSG00000096063,chr6,35832966,35921342,0.178924072749288,0.418523515987602,,0.129793148762335,0.233150383350345,,4,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts"
ENSRNOG00000000557,TRNSCRPT,COLON,8w_F1_M1,Ppa1,PPA1,ENSG00000180817,chr10,70147289,70170523,0.159633392794964,0.376456051631613,,0.203766417748367,0.368883569373305,,0,""
ENSRNOG00000000557,TRNSCRPT,COLON,8w_F1_M1,Ppa1,PPA1,ENSG00000180817,chr10,70147289,70170523,0.159633392794964,0.376456051631613,,0.203766417748367,0.364634092885375,,0,""
ENSRNOG00000000557,TRNSCRPT,COLON,8w_F1_M1,Ppa1,PPA1,ENSG00000180817,chr10,70202830,70233911,0.159633392794964,0.370864030887358,,0.203766417748367,0.368883569373305,,0,""
ENSRNOG00000000557,TRNSCRPT,COLON,8w_F1_M1,Ppa1,PPA1,ENSG00000180817,chr10,70202830,70233911,0.159633392794964,0.370864030887358,,0.203766417748367,0.364634092885375,,0,""
ENSRNOG00000000569,TRNSCRPT,COLON,8w_F-1_M-1,Vsir,VSIR,ENSG00000107738,chr10,71747559,71773498,-0.256919844851766,-0.591891505915928,,-0.370322421778289,-0.661400899315199,,0,""
ENSRNOG00000000583,TRNSCRPT,COLON,8w_F-1_M-1,Cdk19,CDK19,ENSG00000155111,chr6,110609978,110815958,-0.156980354656051,-0.367492623202387,,-0.167020826458079,-0.300879679099844,,1,UKB_20022_Birth_weight
ENSRNOG00000000664,TRNSCRPT,COLON,8w_F1_M1,Tpst2,TPST2,ENSG00000128294,chr22,26521983,26596717,0.351748170985747,0.810022545628487,,0.180023320721997,0.321720695531542,,0,""
ENSRNOG00000000697,TRNSCRPT,COLON,8w_F1_M1,Coro1c,CORO1C,ENSG00000110880,chr12,108645109,108731596,0.108431132705358,0.254149898785117,,0.131094948681712,0.236570906532508,,2,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count"
ENSRNOG00000000799,TRNSCRPT,COLON,8w_F1_M1,Abcf1,ABCF1,ENSG00000204574,chr6,30571376,30597179,0.135631991777665,0.320209141380766,,0.0878795266672811,0.159285500890138,,7,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, RA_OKADA_TRANS_ETHNIC, UKB_20002_1453_self_reported_psoriasis"
ENSRNOG00000000847,TRNSCRPT,COLON,8w_F1_M1,Csnk2b,CSNK2B,ENSG00000204435,chr6,31665391,31670070,0.0860504227872608,0.20363821410977,,0.126926427153607,0.230509541577418,,22,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Reticulocyte_count, IMMUNOBASE_Multiple_sclerosis_hg19, IMMUNOBASE_Systemic_lupus_erythematosus_hg19, RA_OKADA_TRANS_ETHNIC, TAGC_Asthma_EUR, UKB_1807_Fathers_age_at_death, UKB_20002_1065_self_reported_hypertension, UKB_20002_1111_self_reported_asthma, UKB_20002_1225_self_reported_hyperthyroidism_or_thyrotoxicosis, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema, UKB_20002_1261_self_reported_multiple_sclerosis, UKB_20002_1453_self_reported_psoriasis, UKB_20002_1464_self_reported_rheumatoid_arthritis, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_3526_Mothers_age_at_death, UKB_50_Standing_height, UKB_6152_8_diagnosed_by_doctor_Asthma, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000000867,TRNSCRPT,COLON,8w_F1_M1,Vars1,VARS1,ENSG00000096171,chr6,31777518,31795953,0.162557028365931,0.381864761912047,,0.157900320838985,0.285887963506199,,0,""
ENSRNOG00000000990,TRNSCRPT,COLON,8w_F1_M1,Pdap1,PDAP1,ENSG00000106244,chr7,99392048,99408640,0.131935322330745,0.311920409743408,,0.109511900404743,0.198646543352176,,2,"UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage"
ENSRNOG00000001010,TRNSCRPT,COLON,8w_F1_M1,Tecpr1,TECPR1,ENSG00000205356,chr7,98214624,98252251,0.171966808708267,0.40262771054263,,0.120584677153991,0.2173236708597,,2,"Astle_et_al_2016_Lymphocyte_counts, UKB_1180_Morning_or_evening_person_chronotype"
ENSRNOG00000001044,TRNSCRPT,COLON,8w_F1_M1,Aimp2,AIMP2,ENSG00000106305,chr7,6009245,6018045,0.323912372948832,0.752889730964601,,0.181150588509989,0.32628712244971,,0,""
ENSRNOG00000001058,TRNSCRPT,COLON,8w_F1_M1,Timm44,TIMM44,ENSG00000104980,chr19,7926764,7943920,0.138509031974683,0.32454041425941,,0.16459875753703,0.29686657545395,,0,""
ENSRNOG00000001070,TRNSCRPT,COLON,8w_F1_M1,Cdk2ap1,CDK2AP1,ENSG00000111328,chr12,123261484,123272334,0.136798903027059,0.316867947875329,,0.181739180469249,0.325089033594696,,24,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Platelet_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, EGG_BW3_EUR, GIANT_HEIGHT, GIANT_HIP_Combined_EUR, pgc.scz2, SSGAC_Education_Years_Pooled, TAGC_Asthma_EUR, UKB_1160_Sleep_duration, UKB_1200_Sleeplessness_or_insomnia, UKB_1807_Fathers_age_at_death, UKB_20002_1111_self_reported_asthma, UKB_20016_Fluid_intelligence_score, UKB_50_Standing_height, UKB_6152_8_diagnosed_by_doctor_Asthma, UKB_6152_9_diagnosed_by_doctor_Hayfever_allergic_rhinitis_or_eczema"
ENSRNOG00000001171,TRNSCRPT,COLON,8w_F1_M1,Coq5,COQ5,ENSG00000110871,chr12,120503274,120534350,0.144776581597126,0.333850754940579,,0.231276576091578,0.41331141238665,,3,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, UKB_50_Standing_height"
ENSRNOG00000001182,TRNSCRPT,COLON,8w_F1_M1,Ndufv3,NDUFV3,ENSG00000160194,chr21,42879644,42913304,0.0941588833701058,0.218744157228714,,0.159120674678232,0.284648570011463,,0,""
ENSRNOG00000001239,TRNSCRPT,COLON,8w_F1_M1,Ddt,DDT,ENSG00000099977,chr22,23973104,23980469,0.116274099102838,0.261263506342013,,0.267052095827013,0.471090800604641,,1,GIANT_HEIGHT
ENSRNOG00000001253,TRNSCRPT,COLON,8w_F1_M1,Eif3b,EIF3B,ENSG00000106263,chr7,2354086,2380745,0.208555341429984,0.486084174982358,,0.146734099621254,0.265231004771705,,0,""
ENSRNOG00000001344,TRNSCRPT,COLON,8w_F1_M1,Aldh2,ALDH2,ENSG00000111275,chr12,111766887,111817529,0.057369518185904,0.132097043146263,,0.102044306944663,0.181850141864347,,18,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Monocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, Astle_et_al_2016_White_blood_cell_count, GLGC_Mc_LDL, ICBP_DiastolicPressure, UKB_20002_1065_self_reported_hypertension, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema, UKB_20022_Birth_weight"
ENSRNOG00000001346,TRNSCRPT,COLON,8w_F1_M1,Cops6,COPS6,ENSG00000168090,chr7,100088954,100092200,0.152168473703176,0.359983770836134,,0.165654695596276,0.300423786446009,,3,"Astle_et_al_2016_Platelet_count, UKB_1807_Fathers_age_at_death, UKB_50_Standing_height"
ENSRNOG00000001348,TRNSCRPT,COLON,8w_F1_M1,Erp29,ERP29,ENSG00000089248,chr12,112013316,112023451,0.198053927364536,0.465861020868905,,0.258597107322515,0.467406785265979,,11,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, Astle_et_al_2016_White_blood_cell_count, UKB_20002_1065_self_reported_hypertension, UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema, UKB_20022_Birth_weight, UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack"
ENSRNOG00000001420,TRNSCRPT,COLON,8w_F1_M1,Fis1,FIS1,ENSG00000214253,chr7,101239458,101252316,0.102732474416601,0.241751657055474,,0.108619371532126,0.196164141188725,,4,"GIANT_HEIGHT, MAGNETIC_IDL.TG, MAGNETIC_LDL.C, UKB_50_Standing_height"
ENSRNOG00000001441,TRNSCRPT,COLON,8w_F1_M1,Tmem120a,TMEM120A,ENSG00000189077,chr7,75986856,75994659,0.163073125766409,0.379279602115272,,0.320864970849967,0.578100205153309,,0,""
ENSRNOG00000001488,TRNSCRPT,COLON,8w_F1_M1,Psmb1,PSMB1,ENSG00000008018,chr6,170535117,170553341,0.090544041904909,0.213872811705802,,0.120996412149135,0.219739420635783,,0,""
ENSRNOG00000001501,TRNSCRPT,COLON,8w_F1_M1,Snrpa,SNRPA,ENSG00000077312,chr19,40750637,40765389,0.243789808740486,0.571380867994265,,0.410305525839728,0.741726101087273,,3,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts"
ENSRNOG00000001730,TRNSCRPT,COLON,8w_F-1_M-1,Acap2,ACAP2,ENSG00000114331,chr3,195274736,195443078,-0.138337920542942,-0.325746019939133,,-0.244741645648286,-0.44276508598299,,0,""
ENSRNOG00000001766,TRNSCRPT,COLON,8w_F1_M1,Tfrc,TFRC,ENSG00000072274,chr3,196027183,196082189,0.61011311352669,1.20321432938764,,0.874926657271869,1.39527660274964,,0,""
ENSRNOG00000001785,TRNSCRPT,COLON,8w_F1_M1,Etv5,ETV5,ENSG00000244405,chr3,186046308,186110318,0.847755343040045,1.89621639042906,,0.469438108308305,0.819536765171391,,8,"GIANT_2015_BMI_EUR, GIANT_2017_BMI_Active_EUR, GIANT_HIP_Combined_EUR, GIANT_WC_Combined_EUR, UKB_1180_Morning_or_evening_person_chronotype, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_50_Standing_height"
ENSRNOG00000001804,TRNSCRPT,COLON,8w_F-1_M-1,Itpr2,ITPR2,ENSG00000123104,chr12,26336515,26833198,-0.206840209208478,-0.466611797426438,,-0.176096491411515,-0.310675349575047,,0,""
ENSRNOG00000001859,TRNSCRPT,COLON,8w_F1_M1,Sdf2l1,SDF2L1,ENSG00000128228,chr22,21642261,21644298,0.379036019947808,0.857583006136135,,0.475963592472891,0.845813499902052,,0,""
ENSRNOG00000001884,TRNSCRPT,COLON,8w_F1_M1,Ranbp1,RANBP1,ENSG00000099901,chr22,20115938,20127357,0.241770428576005,0.56949483539,,0.238812356145441,0.432223250317421,,1,Astle_et_al_2016_Lymphocyte_counts
ENSRNOG00000001956,TRNSCRPT,COLON,8w_F-1_M-1,Dzip3,DZIP3,ENSG00000198919,chr3,108589682,108694846,-0.276177967936756,-0.63983257944035,,-0.175518567997277,-0.314124384481732,,1,GIANT_HEIGHT
ENSRNOG00000002139,TRNSCRPT,COLON,8w_F-1_M-1,Cracd,CRACD,ENSG00000109265,chr4,56049073,56328625,-0.114729980664636,-0.248677903977733,,-0.226208421939788,-0.384060658225589,,1,UKB_50_Standing_height
ENSRNOG00000002186,TRNSCRPT,COLON,8w_F1_M1,Nudt9,NUDT9,ENSG00000170502,chr4,87422582,87459454,0.153040091664194,0.35850813255892,,0.168632388640043,0.302732206048629,,0,""
ENSRNOG00000002251,TRNSCRPT,COLON,8w_F1_M1,Sec31a,SEC31A,ENSG00000138674,chr4,82818661,82891266,0.106741453718817,0.252175122327406,,0.104249528313977,0.189151812910576,,5,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Lymphocyte_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts, UKB_20002_1065_self_reported_hypertension, UKB_20127_Neuroticism_score"
ENSRNOG00000002775,TRNSCRPT,COLON,8w_F-1_M-1,Npl,NPL,ENSG00000135838,chr1,182789293,182830384,-0.555048923568898,-1.25985992273256,,-0.618846367660356,-1.09216321981605,,0,""
ENSRNOG00000002818,TRNSCRPT,COLON,8w_F1_M1,Eftud2,EFTUD2,ENSG00000108883,chr17,44849943,44899662,0.120308275642125,0.28278277253124,,0.125508340850981,0.226415067869918,,1,UKB_50_Standing_height
ENSRNOG00000002864,TRNSCRPT,COLON,8w_F1_M1,Nacc1,NACC1,ENSG00000160877,chr19,13118103,13141020,0.123063189700868,0.289918294484886,,0.0992324207050007,0.179611312498932,,6,"Astle_et_al_2016_Granulocyte_count, Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, Astle_et_al_2016_Sum_neutrophil_eosinophil_counts, UKB_50_Standing_height"
ENSRNOG00000002908,TRNSCRPT,COLON,8w_F1_M1,Slc35a4,SLC35A4,ENSG00000176087,chr5,140564690,140569103,0.108648710030332,0.256545404109011,,0.109748338314831,0.199051268744564,,0,""
ENSRNOG00000002980,TRNSCRPT,COLON,8w_F1_M1,Tsr1,TSR1,ENSG00000167721,chr17,2322503,2337497,0.170277549019837,0.402021944235333,,0.0798146387627721,0.14475528324217,,5,"UKB_20002_1065_self_reported_hypertension, UKB_20022_Birth_weight, UKB_21001_Body_mass_index_BMI, UKB_23099_Body_fat_percentage, UKB_2395_4_Hair_or_balding_pattern_Pattern_4"
ENSRNOG00000003003,TRNSCRPT,COLON,8w_F-1_M-1,Tbc1d19,TBC1D19,ENSG00000109680,chr4,26576437,26755351,-0.284977166129532,-0.653224685601262,,-0.173908806439936,-0.309327852626781,,0,""
ENSRNOG00000003114,TRNSCRPT,COLON,8w_F1_M1,B4galt4,B4GALT4,ENSG00000121578,chr3,119211732,119241103,0.508958558646436,1.18246585269309,,0.338276582032773,0.6084364366147,,0,""
ENSRNOG00000003139,TRNSCRPT,COLON,8w_F1_M1,Smc1a,SMC1A,ENSG00000072501,chrX,53374149,53422689,0.0489843671150718,0.115384483953651,,0.0383107314922117,0.0692904126090379,,0,""
ENSRNOG00000003149,TRNSCRPT,COLON,8w_F1_M1,Farsa,FARSA,ENSG00000179115,chr19,12922479,12934037,0.173061446573837,0.407152336800488,,0.126670270072097,0.229392190840665,,4,"Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Red_blood_cell_count, Astle_et_al_2016_Reticulocyte_count, UKB_50_Standing_height"
ENSRNOG00000003506,TRNSCRPT,COLON,8w_F1_M1,Gosr2,GOSR2,ENSG00000108433,chr17,46923075,46975524,0.11208299973485,0.26451601328315,,0.108579804599354,0.196928876400122,,6,"Astle_et_al_2016_Red_blood_cell_count, GIANT_HEIGHT, GLGC_Mc_HDL, SSGAC_Education_Years_Pooled, UKB_20002_1065_self_reported_hypertension, UKB_50_Standing_height"
ENSRNOG00000003508,TRNSCRPT,COLON,8w_F1_M1,Ergic1,ERGIC1,ENSG00000113719,chr5,172834275,172952685,0.119388126278434,0.27864239584753,,0.179247936101577,0.323092213824074,,0,""
ENSRNOG00000003524,TRNSCRPT,COLON,8w_F1_M1,Lrrc59,LRRC59,ENSG00000108829,chr17,50375059,50397239,0.209255147164597,0.49110064890328,,0.311789093592923,0.561944080037997,,0,""
ENSRNOG00000003562,TRNSCRPT,COLON,8w_F-1_M-1,Susd4,SUSD4,ENSG00000143502,chr1,223220819,223364202,-0.466970823321427,-0.923011274097554,,-0.412783442259171,-0.641735135384697,,0,""
ENSRNOG00000003585,TRNSCRPT,COLON,8w_F-1_M-1,Sytl5,SYTL5,ENSG00000147041,chrX,38006582,38128819,-1.1160079620087,-2.08814813315267,,-0.444948330235132,-0.72317752566804,,0,""
ENSRNOG00000003745,TRNSCRPT,COLON,8w_F-1_M-1,Atf3,ATF3,ENSG00000162772,chr1,212565334,212620777,-0.721906429176309,-1.09695991586565,,-0.5221422303808,-0.746759791694664,,0,""
ENSRNOG00000003772,TRNSCRPT,COLON,8w_F1_M1,Csrp2,CSRP2,ENSG00000175183,chr12,76858715,76879060,0.147700529912905,0.302225139869368,,0.320613930718914,0.535497548458362,,0,""
ENSRNOG00000003855,TRNSCRPT,COLON,8w_F1_M1,Dnaja3,DNAJA3,ENSG00000103423,chr16,4425805,4456775,0.0996936197629146,0.235215091089013,,0.122353860409193,0.221862828305888,,0,""
ENSRNOG00000003899,TRNSCRPT,COLON,8w_F1_M1,Krt14,KRT14,ENSG00000186847,chr17,41582279,41586921,0.200844934148745,0.269910545882838,,0.206502843903861,0.252100312140747,,0,""
ENSRNOG00000004246,TRNSCRPT,COLON,8w_F1_M1,Spag7,SPAG7,ENSG00000091640,chr17,4959226,4967872,0.10294185805104,0.238378174959026,,0.111476487281391,0.199232395251919,,1,Astle_et_al_2016_Platelet_count
ENSRNOG00000004494,TRNSCRPT,COLON,8w_F1_M1,Lta4h,LTA4H,ENSG00000111144,chr12,96000828,96043520,0.153336998051906,0.359785211736818,,0.16735521659589,0.301826990193428,,0,""
ENSRNOG00000004498,TRNSCRPT,COLON,8w_F-1_M-1,Scin,SCIN,ENSG00000006747,chr7,12570849,12660179,-0.233521409605425,-0.417352094775607,,-0.175292723317198,-0.270618087261552,,2,"GIANT_HEIGHT, UKB_50_Standing_height"
ENSRNOG00000004510,TRNSCRPT,COLON,8w_F1_M1,Slc35b1,SLC35B1,ENSG00000121073,chr17,49700943,49709014,0.196387460232545,0.460369710212335,,0.269323034154897,0.486408945328096,,0,""
ENSRNOG00000004659,TRNSCRPT,COLON,8w_F1_M1,Creld2,CRELD2,ENSG00000184164,chr22,49918167,49927540,0.480468526475056,1.09934924281965,,0.258537801923093,0.461333167238429,,4,"Astle_et_al_2016_Platelet_count, pgc.scz2, UKB_20127_Neuroticism_score, UKB_50_Standing_height"
ENSRNOG00000004786,TRNSCRPT,COLON,8w_F1_M1,Cyp4f1,CYP4F12,ENSG00000186204,chr19,15672757,15697174,1.6712413471447,3.55360379697925,,2.35246093098172,4.01311584518546,,0,""
ENSRNOG00000004812,TRNSCRPT,COLON,8w_F-1_M-1,Sema6d,SEMA6D,ENSG00000137872,chr15,47184101,47774223,-0.275160516251995,-0.615890713783958,,-0.247455477768338,-0.430483334693377,,0,""
ENSRNOG00000004814,TRNSCRPT,COLON,8w_F1_M1,Elob,ELOB,ENSG00000103363,chr16,2771604,2777297,0.142090458162994,0.333086447776611,,0.277102937284562,0.499288669520181,,2,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_Sum_eosinophil_basophil_counts"
ENSRNOG00000004828,TRNSCRPT,COLON,8w_F-1_M-1,Acvr1c,ACVR1C,ENSG00000123612,chr2,157526767,157629005,-0.592607056117191,-1.14121195456819,,-0.320967255203411,-0.499973274686061,,5,"Astle_et_al_2016_Eosinophil_counts, Astle_et_al_2016_High_light_scatter_reticulocyte_count, Astle_et_al_2016_Reticulocyte_count, Astle_et_al_2016_Sum_eosinophil_basophil_counts, UKB_1160_Sleep_duration"
ENSRNOG00000004904,TRNSCRPT,COLON,8w_F1_M1,Pa2g4,PA2G4,ENSG00000170515,chr12,56104319,56113907,0.148142364879615,0.350214958591041,,0.193359721244289,0.350939336180369,,0,""
ENSRNOG00000004994,TRNSCRPT,COLON,8w_F1_M1,Agr3,AGR3,ENSG00000173467,chr7,16859405,16881987,0.250149667803548,0.503911640175215,,0.278656923071548,0.446624308024102,,0,""
ENSRNOG00000005023,TRNSCRPT,COLON,8w_F1_M1,Agr2,AGR2,ENSG00000106541,chr7,16791811,16833433,0.3251004153453,0.515125800921399,,0.431097377285918,0.590585766833553,,0,""
ENSRNOG00000005096,TRNSCRPT,COLON,8w_F1_M1,Bzw2,BZW2,ENSG00000136261,chr7,16646131,16706523,0.247631880675089,0.578011503938688,,0.202689772427394,0.36441590782378,,0,""
ENSRNOG00000005184,TRNSCRPT,COLON,8w_F1_M1,Nop10,NOP10,ENSG00000182117,chr15,34341713,34343177,0.0896914230623344,0.21055724848425,,0.281686573465378,0.508898484679022,,0,""
ENSRNOG00000005196,TRNSCRPT,COLON,8w_F-1_M-1,Slc12a6,SLC12A6,ENSG00000140199,chr15,34230157,34338060,-0.201730942888042,-0.471977028484671,,-0.151371326354257,-0.272267246563698,,0,""
ENSRNOG00000005203,TRNSCRPT,COLON,8w_F1_M1,Sec61g,SEC61G,ENSG00000132432,chr7,54752250,54759974,0.211727447660186,0.494452848838504,,0.257019705971992,0.46357720076932,,0,""
ENSRNOG00000005248,TRNSCRPT,COLON,8w_F1_M1,Slc1a4,SLC1A4,ENSG00000115902,chr2,64988477,65023865,0.354091790788416,0.799563957943538,,0.238947136706793,0.420968379977491,,1,UKB_23099_Body_fat_percentage
ENSRNOG00000005413,TRNSCRPT,COLON,8w_F1_M1,Creb3l1,CREB3L1,ENSG00000157613,chr11,46277661,46321422,0.492183839671796,1.05562524583755,,0.389009973301656,0.662469217123278,,0,""
ENSRNOG00000005418,TRNSCRPT,COLON,8w_F1_M1,Trap1,TRAP1,ENSG00000126602,chr16,3665971,3717597,0.0891340490670554,0.203851085183257,,0.170596481089757,0.302689924830436,,3,"GIANT_HEIGHT, UKB_21001_Body_mass_index_BMI, UKB_50_Standing_height"
ENSRNOG00000005542,TRNSCRPT,COLON,8w_F1_M1,Apob,APOB,ENSG00000084674,chr2,21001429,21044073,0.597172845382591,0.857629477023607,,2.35684626282441,2.75426472416781,,4,"GLGC_Mc_HDL, GLGC_Mc_LDL, GLGC_Mc_TG, UKB_20002_1473_self_reported_high_cholesterol"
ENSRNOG00000005616,TRNSCRPT,COLON,8w_F-1_M-1,Ncoa3,NCOA3,ENSG00000124151,chr20,47501902,47656877,-0.123029868428259,-0.288878025657095,,-0.152812263410253,-0.276755419690236,,1,Astle_et_al_2016_Platelet_count
ENSRNOG00000005715,TRNSCRPT,COLON,8w_F-1_M-1,Lgr4,LGR4,ENSG00000205213,chr11,27365961,27472775,-0.280222758378333,-0.645201867010357,,-0.149611705123367,-0.267189242109076,,4,"Astle_et_al_2016_Myeloid_white_cell_count, Astle_et_al_2016_Neutrophil_count, Astle_et_al_2016_Sum_basophil_neutrophil_counts, UKB_20127_Neuroticism_score"
ENSRNOG00000005776,TRNSCRPT,COLON,8w_F-1_M-1,Bcl11b,BCL11B,ENSG00000127152,chr14,99169287,99271524,-0.21685828540667,-0.456310682526896,,-0.282084815515992,-0.476709142674697,,0,""
ENSRNOG00000005804,TRNSCRPT,COLON,8w_F1_M1,Eif3d,EIF3D,ENSG00000100353,chr22,36510850,36529436,0.177471772596041,0.419105037404923,,0.170518830859863,0.308649062857812,,0,""
ENSRNOG00000005890,TRNSCRPT,COLON,8w_F1_M1,Serbp1,SERBP1,ENSG00000142864,chr1,67407810,67430415,0.0812485936179751,0.192410818962976,,0.0918620773077156,0.166751786530785,,0,""
ENSRNOG00000005958,TRNSCRPT,COLON,8w_F1_M1,Rrbp1,RRBP1,ENSG00000125844,chr20,17613678,17682295,0.193963669300169,0.451358518338388,,0.14680457870169,0.263279323202432,,3,"GIANT_HEIGHT, UKB_50_Standing_height, UKB_6150_1_Vascular_or_heart_problems_diagnosed_by_doctor_Heart_attack"
ENSRNOG00000006334,TRNSCRPT,COLON,8w_F-1_M-1,Txndc16,TXNDC16,ENSG00000087301,chr14,52430590,52552522,-0.46648209033023,-1.06484622621724,,-0.226583876652702,-0.404824582309868,,0,""
ENSRNOG00000006345,TRNSCRPT,COLON,8w_F1_M1,Sec61b,SEC61B,ENSG00000106803,chr9,99222064,99230615,0.121385353799014,0.286064137405146,,0.336752357485083,0.610339460951404,,0,""
ENSRNOG00000006412,TRNSCRPT,COLON,8w_F-1_M-1,Zhx1,ZHX1,ENSG00000165156,chr8,123248451,123275541,-0.165230651571234,-0.390157695322074,,-0.131852285904738,-0.238740696240142,,0,""
