assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene
transcript-rna-seq	ENSRNOG00000006131	ENSRNOG00000006131	363687	Mettl2	METTL2A	ENSG00000087995
transcript-rna-seq	ENSRNOG00000006131	ENSRNOG00000006131	363687	Mettl2	METTL2B	ENSG00000165055
transcript-rna-seq	ENSRNOG00000006132	ENSRNOG00000006132	500061	Fam71f1	FAM71F1	ENSG00000135248
transcript-rna-seq	ENSRNOG00000006136	ENSRNOG00000006136	81745	Pdpk1	PDPK1	ENSG00000140992
transcript-rna-seq	ENSRNOG00000006137	ENSRNOG00000006137	297867	Arid1a	ARID1A	ENSG00000117713
transcript-rna-seq	ENSRNOG00000006139	ENSRNOG00000006139	360953	Stx18	STX18	ENSG00000168818
transcript-rna-seq	ENSRNOG00000006142	ENSRNOG00000006142	296601	Mymk		
transcript-rna-seq	ENSRNOG00000006143	ENSRNOG00000006143	361014	Ngly1	NGLY1	ENSG00000151092
transcript-rna-seq	ENSRNOG00000006144	ENSRNOG00000006144	54279	Cntn3	CNTN3	ENSG00000113805
transcript-rna-seq	ENSRNOG00000006146	ENSRNOG00000006146	362708	Trim54	TRIM54	ENSG00000138100
transcript-rna-seq	ENSRNOG00000006148	ENSRNOG00000006148	303122	RGD1310352	C5orf15	ENSG00000113583
transcript-rna-seq	ENSRNOG00000006151	ENSRNOG00000006151	24618	Reg3b	REG1B	ENSG00000172023
transcript-rna-seq	ENSRNOG00000006167	ENSRNOG00000006167	314596	Rasal3	RASAL3	ENSG00000105122
transcript-rna-seq	ENSRNOG00000006170	ENSRNOG00000006170	313125	Bach2	BACH2	ENSG00000112182
transcript-rna-seq	ENSRNOG00000006174	ENSRNOG00000006174	79220	Grid2	GRID2	ENSG00000152208
transcript-rna-seq	ENSRNOG00000006178	ENSRNOG00000006178	29489	Dync1h1	DYNC1H1	ENSG00000197102
transcript-rna-seq	ENSRNOG00000006180	ENSRNOG00000006180	298874	Pum2	PUM2	ENSG00000055917
transcript-rna-seq	ENSRNOG00000006185	ENSRNOG00000006185	316820	LOC316820	ETAA1	ENSG00000143971
transcript-rna-seq	ENSRNOG00000006185	ENSRNOG00000006185	498420	Etaa1	ETAA1	ENSG00000143971
transcript-rna-seq	ENSRNOG00000006197	ENSRNOG00000006197	64366	Calu	CALU	ENSG00000128595
transcript-rna-seq	ENSRNOG00000006198	ENSRNOG00000006198	360591	Prr11	PRR11	ENSG00000068489
transcript-rna-seq	ENSRNOG00000006199	ENSRNOG00000006199	493574	Crppa	CRPPA	ENSG00000214960
transcript-rna-seq	ENSRNOG00000006200	ENSRNOG00000006200	266680	St18	ST18	ENSG00000147488
transcript-rna-seq	ENSRNOG00000006204	ENSRNOG00000006204	366568	Slc30a3	SLC30A3	ENSG00000115194
transcript-rna-seq	ENSRNOG00000006206	ENSRNOG00000006206	312132	Tmem106b	TMEM106B	ENSG00000106460
transcript-rna-seq	ENSRNOG00000006209	ENSRNOG00000006209	362892	Mbd6	MBD6	ENSG00000166987
transcript-rna-seq	ENSRNOG00000006217	ENSRNOG00000006217	314598	Wiz	WIZ	ENSG00000011451
transcript-rna-seq	ENSRNOG00000006221	ENSRNOG00000006221	117553	Uba3	UBA3	ENSG00000144744
transcript-rna-seq	ENSRNOG00000006224	ENSRNOG00000006224	315833	Klhl31	KLHL31	ENSG00000124743
transcript-rna-seq	ENSRNOG00000006226	ENSRNOG00000006226	84347	Cacng2	CACNG2	ENSG00000166862
transcript-rna-seq	ENSRNOG00000006227	ENSRNOG00000006227	499801	Ifih1	IFIH1	ENSG00000115267
transcript-rna-seq	ENSRNOG00000006228	ENSRNOG00000006228	116598	Pdia4	PDIA4	ENSG00000155660
transcript-rna-seq	ENSRNOG00000006231	ENSRNOG00000006231	50677	Ptpro	PTPRO	ENSG00000151490
transcript-rna-seq	ENSRNOG00000006235	ENSRNOG00000006235	81734	Nell2	NELL2	ENSG00000184613
transcript-rna-seq	ENSRNOG00000006236	ENSRNOG00000006236	499933	Dsn1	DSN1	ENSG00000149636
transcript-rna-seq	ENSRNOG00000006237	ENSRNOG00000006237	252939	Gpr37l1	GPR37L1	ENSG00000170075
transcript-rna-seq	ENSRNOG00000006238	ENSRNOG00000006238	311786	Traf2	TRAF2	ENSG00000127191
transcript-rna-seq	ENSRNOG00000006241	ENSRNOG00000006241	311059	Marchf7	MARCHF7	ENSG00000136536
transcript-rna-seq	ENSRNOG00000006244	ENSRNOG00000006244	316102	Lztfl1	LZTFL1	ENSG00000163818
transcript-rna-seq	ENSRNOG00000006247	ENSRNOG00000006247	304978	Copa	COPA	ENSG00000122218
transcript-rna-seq	ENSRNOG00000006248	ENSRNOG00000006248	360592	Trim37	TRIM37	ENSG00000108395
transcript-rna-seq	ENSRNOG00000006251	ENSRNOG00000006251	500873	Fam83a	FAM83A	ENSG00000147689
transcript-rna-seq	ENSRNOG00000006255	ENSRNOG00000006255	303070	Nipal4	NIPAL4	ENSG00000172548
transcript-rna-seq	ENSRNOG00000006261	ENSRNOG00000006261	305586	Papolg	PAPOLG	ENSG00000115421
transcript-rna-seq	ENSRNOG00000006263	ENSRNOG00000006263	501502	Sh2d1a	SH2D1A	ENSG00000183918
transcript-rna-seq	ENSRNOG00000006264	ENSRNOG00000006264	362441	Itfg2	ITFG2	ENSG00000111203
transcript-rna-seq	ENSRNOG00000006268	ENSRNOG00000006268	24481	Ifnb1	IFNB1	ENSG00000171855
transcript-rna-seq	ENSRNOG00000006278	ENSRNOG00000006278	314555	Tspyl5	TSPYL5	ENSG00000180543
transcript-rna-seq	ENSRNOG00000006280	ENSRNOG00000006280	298296	Pcsk9	PCSK9	ENSG00000169174
transcript-rna-seq	ENSRNOG00000006281	ENSRNOG00000006281	103690130	Hoxa3	HOXA3	ENSG00000105997
transcript-rna-seq	ENSRNOG00000006283	ENSRNOG00000006283	100359922	LOC100359922		
transcript-rna-seq	ENSRNOG00000006283	ENSRNOG00000006283	100360491	LOC100360491		
transcript-rna-seq	ENSRNOG00000006283	ENSRNOG00000006283	100361259	LOC100361259		
transcript-rna-seq	ENSRNOG00000006283	ENSRNOG00000006283	100362400	LOC100362400		
transcript-rna-seq	ENSRNOG00000006285	ENSRNOG00000006285	303592	Tlk2	TLK2	ENSG00000146872
transcript-rna-seq	ENSRNOG00000006293	ENSRNOG00000006293	287185	Foxi1	FOXI1	ENSG00000168269
transcript-rna-seq	ENSRNOG00000006296	ENSRNOG00000006296	314221	Six6	SIX6	ENSG00000184302
transcript-rna-seq	ENSRNOG00000006298	ENSRNOG00000006298	313087	Cpne3	CPNE3	ENSG00000085719
transcript-rna-seq	ENSRNOG00000006302	ENSRNOG00000006302	25283	Gclc	GCLC	ENSG00000001084
transcript-rna-seq	ENSRNOG00000006304	ENSRNOG00000006304	314856	Mdm2	MDM2	ENSG00000135679
transcript-rna-seq	ENSRNOG00000006305	ENSRNOG00000006305	29642	Slc38a2	SLC38A2	ENSG00000134294
transcript-rna-seq	ENSRNOG00000006306	ENSRNOG00000006306	25040	Gip	GIP	ENSG00000159224
transcript-rna-seq	ENSRNOG00000006311	ENSRNOG00000006311	282832	Ccr9	CCR9	ENSG00000173585
transcript-rna-seq	ENSRNOG00000006314	ENSRNOG00000006314	171091	Zbp1	ZBP1	ENSG00000124256
transcript-rna-seq	ENSRNOG00000006319	ENSRNOG00000006319	100124593	Cxcr6	CXCR6	ENSG00000172215
transcript-rna-seq	ENSRNOG00000006320	ENSRNOG00000006320	59103	Ptges	PTGES	ENSG00000148344
transcript-rna-seq	ENSRNOG00000006321	ENSRNOG00000006321				
transcript-rna-seq	ENSRNOG00000006324	ENSRNOG00000006324	89823	Trpc6	TRPC6	ENSG00000137672
transcript-rna-seq	ENSRNOG00000006326	ENSRNOG00000006326	298841	Atraid	ATRAID	ENSG00000138085
transcript-rna-seq	ENSRNOG00000006327	ENSRNOG00000006327	298594	Rcc2	RCC2	ENSG00000179051
transcript-rna-seq	ENSRNOG00000006328	ENSRNOG00000006328	297930	Wwp1	WWP1	ENSG00000123124
transcript-rna-seq	ENSRNOG00000006329	ENSRNOG00000006329	305549	Peli1	PELI1	ENSG00000197329
transcript-rna-seq	ENSRNOG00000006330	ENSRNOG00000006330	304815	Elf3	ELF3	ENSG00000163435
transcript-rna-seq	ENSRNOG00000006331	ENSRNOG00000006331	171400	Elovl5	ELOVL5	ENSG00000012660
transcript-rna-seq	ENSRNOG00000006333	ENSRNOG00000006333			IGHV7-4-1	ENSG00000282122
transcript-rna-seq	ENSRNOG00000006333	ENSRNOG00000006333			IGHV7-81	ENSG00000211979
transcript-rna-seq	ENSRNOG00000006334	ENSRNOG00000006334	361025	Txndc16	TXNDC16	ENSG00000087301
transcript-rna-seq	ENSRNOG00000006335	ENSRNOG00000006335	313348	Klhl9	KLHL9	ENSG00000198642
transcript-rna-seq	ENSRNOG00000006336	ENSRNOG00000006336	301085	Fyco1	FYCO1	ENSG00000163820
transcript-rna-seq	ENSRNOG00000006338	ENSRNOG00000006338	312781	Lrp6	LRP6	ENSG00000070018
transcript-rna-seq	ENSRNOG00000006340	ENSRNOG00000006340	298787	Memo1	MEMO1	ENSG00000162959
transcript-rna-seq	ENSRNOG00000006341	ENSRNOG00000006341			SAYSD1	ENSG00000112167
transcript-rna-seq	ENSRNOG00000006345	ENSRNOG00000006345	298068	Sec61b	SEC61B	ENSG00000106803
transcript-rna-seq	ENSRNOG00000006350	ENSRNOG00000006350	299637	Tle6	TLE6	ENSG00000104953
transcript-rna-seq	ENSRNOG00000006353	ENSRNOG00000006353	311202	Large2	LARGE2	ENSG00000165905
transcript-rna-seq	ENSRNOG00000006355	ENSRNOG00000006355	299569	Akap8l	AKAP8L	ENSG00000011243
transcript-rna-seq	ENSRNOG00000006356	ENSRNOG00000006356	498431	RGD1562229	C2orf73	ENSG00000177994
transcript-rna-seq	ENSRNOG00000006357	ENSRNOG00000006357	313413	Sgip1	SGIP1	ENSG00000118473
transcript-rna-seq	ENSRNOG00000006359	ENSRNOG00000006359	287835	Galk1	GALK1	ENSG00000108479
transcript-rna-seq	ENSRNOG00000006360	ENSRNOG00000006360	171162	Reg3a	REG1B	ENSG00000172023
transcript-rna-seq	ENSRNOG00000006363	ENSRNOG00000006363	300389	Mbd3l1	MBD3L1	ENSG00000170948
transcript-rna-seq	ENSRNOG00000006364	ENSRNOG00000006364	298942	Dld	DLD	ENSG00000091140
transcript-rna-seq	ENSRNOG00000006365	ENSRNOG00000006365	500050	Asb15	ASB15	ENSG00000146809
transcript-rna-seq	ENSRNOG00000006367	ENSRNOG00000006367	500820	Slc5a8	SLC5A8	ENSG00000256870
transcript-rna-seq	ENSRNOG00000006368	ENSRNOG00000006368	81514	Lrrn3	LRRN3	ENSG00000173114
transcript-rna-seq	ENSRNOG00000006369	ENSRNOG00000006369	313231	Alg2	ALG2	ENSG00000119523
transcript-rna-seq	ENSRNOG00000006370	ENSRNOG00000006370	314992	RGD1310852	C8orf76	ENSG00000189376
transcript-rna-seq	ENSRNOG00000006370	ENSRNOG00000006370	314992	RGD1310852	ZHX1-C8orf76	ENSG00000259305
transcript-rna-seq	ENSRNOG00000006375	ENSRNOG00000006375	83529	Vdac1	VDAC1	ENSG00000213585
transcript-rna-seq	ENSRNOG00000006378	ENSRNOG00000006378	499874	Mga	MGA	ENSG00000174197
transcript-rna-seq	ENSRNOG00000006380	ENSRNOG00000006380	362264	Srsf6	SRSF6	ENSG00000124193
transcript-rna-seq	ENSRNOG00000006383	ENSRNOG00000006383	500156	Atoh1	ATOH1	ENSG00000172238
transcript-rna-seq	ENSRNOG00000006384	ENSRNOG00000006384	297989	Ddx58	DDX58	ENSG00000107201
transcript-rna-seq	ENSRNOG00000006388	ENSRNOG00000006388	64035	Pygl	PYGL	ENSG00000100504
transcript-rna-seq	ENSRNOG00000006391	ENSRNOG00000006391	312398	Smarcad1	SMARCAD1	ENSG00000163104
transcript-rna-seq	ENSRNOG00000006392	ENSRNOG00000006392	25019	Xrcc6	XRCC6	ENSG00000196419
transcript-rna-seq	ENSRNOG00000006393	ENSRNOG00000006393	299638	Sirt6	SIRT6	ENSG00000077463
transcript-rna-seq	ENSRNOG00000006394	ENSRNOG00000006394	360968	Tbc1d10a	TBC1D10A	ENSG00000099992
transcript-rna-seq	ENSRNOG00000006395	ENSRNOG00000006395	502689	Tldc2	TLDC2	ENSG00000101342
transcript-rna-seq	ENSRNOG00000006397	ENSRNOG00000006397	53949	Chrm5	CHRM5	ENSG00000184984
transcript-rna-seq	ENSRNOG00000006398	ENSRNOG00000006398	314537	Abcb5	ABCB5	ENSG00000004846
transcript-rna-seq	ENSRNOG00000006399	ENSRNOG00000006399	64531	Synj2bp	SYNJ2BP	ENSG00000213463
transcript-rna-seq	ENSRNOG00000006400	ENSRNOG00000006400	360956	Tbc1d14	TBC1D14	ENSG00000132405
transcript-rna-seq	ENSRNOG00000006403	ENSRNOG00000006403	192183	Nectin1	NECTIN1	ENSG00000110400
transcript-rna-seq	ENSRNOG00000006408	ENSRNOG00000006408	404821	Olr693		
transcript-rna-seq	ENSRNOG00000006410	ENSRNOG00000006410	171026	Akap5	AKAP5	ENSG00000179841
transcript-rna-seq	ENSRNOG00000006412	ENSRNOG00000006412	171159	Zhx1	ZHX1	ENSG00000165156
transcript-rna-seq	ENSRNOG00000006415	ENSRNOG00000006415	295896	Olr694		
transcript-rna-seq	ENSRNOG00000006418	ENSRNOG00000006418	311580	Samhd1	SAMHD1	ENSG00000101347
transcript-rna-seq	ENSRNOG00000006419	ENSRNOG00000006419	311299	Aven	AVEN	ENSG00000169857
transcript-rna-seq	ENSRNOG00000006420	ENSRNOG00000006420	366262	Rbm38	RBM38	ENSG00000132819
transcript-rna-seq	ENSRNOG00000006422	ENSRNOG00000006422	688996	Kcnk16	KCNK16	ENSG00000095981
transcript-rna-seq	ENSRNOG00000006426	ENSRNOG00000006426	25716	Syt1	SYT1	ENSG00000067715
transcript-rna-seq	ENSRNOG00000006428	ENSRNOG00000006428	315452	Olr1121	OR1M1	ENSG00000170929
transcript-rna-seq	ENSRNOG00000006432	ENSRNOG00000006432	312616	Trnt1	TRNT1	ENSG00000072756
transcript-rna-seq	ENSRNOG00000006433	ENSRNOG00000006433	405951	Olr696		
transcript-rna-seq	ENSRNOG00000006435	ENSRNOG00000006435	311854	Tor1b	TOR1B	ENSG00000136816
transcript-rna-seq	ENSRNOG00000006439	ENSRNOG00000006439	405181	Olr1122	OR7G2	ENSG00000170923
transcript-rna-seq	ENSRNOG00000006440	ENSRNOG00000006440	300062	Ift27	IFT27	ENSG00000100360
transcript-rna-seq	ENSRNOG00000006441	ENSRNOG00000006441	314245	Zbtb25	ZBTB25	ENSG00000089775
transcript-rna-seq	ENSRNOG00000006444	ENSRNOG00000006444	260321	Fkbp4	FKBP4	ENSG00000004478
transcript-rna-seq	ENSRNOG00000006445	ENSRNOG00000006445	311179	Olr698	OR4A15	ENSG00000181958
transcript-rna-seq	ENSRNOG00000006450	ENSRNOG00000006450	24337	Erbb2	ERBB2	ENSG00000141736
transcript-rna-seq	ENSRNOG00000006459	ENSRNOG00000006459				
transcript-rna-seq	ENSRNOG00000006460	ENSRNOG00000006460	302972	Amdhd2	AC093525.1	ENSG00000259784
transcript-rna-seq	ENSRNOG00000006460	ENSRNOG00000006460	302972	Amdhd2	AMDHD2	ENSG00000162066
transcript-rna-seq	ENSRNOG00000006462	ENSRNOG00000006462	171562	Ero1a	ERO1A	ENSG00000197930
transcript-rna-seq	ENSRNOG00000006466	ENSRNOG00000006466	103692127	LOC103692127	HOXA5	ENSG00000106004
transcript-rna-seq	ENSRNOG00000006467	ENSRNOG00000006467	84005	Eif2b2	EIF2B2	ENSG00000119718
transcript-rna-seq	ENSRNOG00000006469	ENSRNOG00000006469	362817	Cdk2	CDK2	ENSG00000123374
transcript-rna-seq	ENSRNOG00000006470	ENSRNOG00000006470	171358	Camk1g	CAMK1G	ENSG00000008118
transcript-rna-seq	ENSRNOG00000006471	ENSRNOG00000006471	25269	Pvalb	PVALB	ENSG00000100362
transcript-rna-seq	ENSRNOG00000006472	ENSRNOG00000006472	60460	Hspa2	HSPA2	ENSG00000126803
transcript-rna-seq	ENSRNOG00000006476	ENSRNOG00000006476	500197	Tex37	TEX37	ENSG00000172073
transcript-rna-seq	ENSRNOG00000006478	ENSRNOG00000006478	313126	Gja10	GJA10	ENSG00000135355
transcript-rna-seq	ENSRNOG00000006483	ENSRNOG00000006483	362737	Heatr5a	HEATR5A	ENSG00000129493
transcript-rna-seq	ENSRNOG00000006485	ENSRNOG00000006485	362501	Topors	TOPORS	ENSG00000197579
transcript-rna-seq	ENSRNOG00000006486	ENSRNOG00000006486	24714	Reg1a	REG1A	ENSG00000115386
transcript-rna-seq	ENSRNOG00000006487	ENSRNOG00000006487	313128	Casp8ap2	CASP8AP2	ENSG00000118412
transcript-rna-seq	ENSRNOG00000006490	ENSRNOG00000006490	81735	Neo1	NEO1	ENSG00000067141
transcript-rna-seq	ENSRNOG00000006491	ENSRNOG00000006491	502846	Foxi3	FOXI3	ENSG00000214336
transcript-rna-seq	ENSRNOG00000006494	ENSRNOG00000006494	680991	Tubg2	TUBG2	ENSG00000037042
transcript-rna-seq	ENSRNOG00000006498	ENSRNOG00000006498	500415	Lrrc69		
transcript-rna-seq	ENSRNOG00000006499	ENSRNOG00000006499	312916	Cops5	COPS5	ENSG00000121022
transcript-rna-seq	ENSRNOG00000006500	ENSRNOG00000006500	287645	Snf8	SNF8	ENSG00000159210
transcript-rna-seq	ENSRNOG00000006503	ENSRNOG00000006503	298141	Frmd3	FRMD3	ENSG00000172159
transcript-rna-seq	ENSRNOG00000006505	ENSRNOG00000006505	362452	Borcs5	BORCS5	ENSG00000165714
transcript-rna-seq	ENSRNOG00000006508	ENSRNOG00000006508	297332	Thnsl2	THNSL2	ENSG00000144115
transcript-rna-seq	ENSRNOG00000006509	ENSRNOG00000006509	500287	Srgap3	SRGAP3	ENSG00000196220
transcript-rna-seq	ENSRNOG00000006513	ENSRNOG00000006513	497934	Borcs6	BORCS6	ENSG00000196544
transcript-rna-seq	ENSRNOG00000006514	ENSRNOG00000006514	299738	Vezt	VEZT	ENSG00000028203
transcript-rna-seq	ENSRNOG00000006515	ENSRNOG00000006515	314111	Klhl15	KLHL15	ENSG00000174010
transcript-rna-seq	ENSRNOG00000006519	ENSRNOG00000006519	691750	Tmem107	TMEM107	ENSG00000179029
transcript-rna-seq	ENSRNOG00000006523	ENSRNOG00000006523	298757	Atl2	ATL2	ENSG00000119787
transcript-rna-seq	ENSRNOG00000006526	ENSRNOG00000006526	296787	Sema3c	SEMA3C	ENSG00000075223
transcript-rna-seq	ENSRNOG00000006527	ENSRNOG00000006527	79212	Slc6a1	SLC6A1	ENSG00000157103
transcript-rna-seq	ENSRNOG00000006532	ENSRNOG00000006532	117056	H3f3b	H3-3B	ENSG00000132475
transcript-rna-seq	ENSRNOG00000006534	ENSRNOG00000006534	297498	Crbn	CRBN	ENSG00000113851
transcript-rna-seq	ENSRNOG00000006539	ENSRNOG00000006539	311203	Pex16	PEX16	ENSG00000121680
transcript-rna-seq	ENSRNOG00000006541	ENSRNOG00000006541	116555	Nup107	NUP107	ENSG00000111581
transcript-rna-seq	ENSRNOG00000006542	ENSRNOG00000006542	170667	Atp6v0c	ATP6V0C	ENSG00000185883
transcript-rna-seq	ENSRNOG00000006543	ENSRNOG00000006543	192675	Bsnd	BSND	ENSG00000162399
transcript-rna-seq	ENSRNOG00000006545	ENSRNOG00000006545	64551	Septin7	SEPTIN7	ENSG00000122545
transcript-rna-seq	ENSRNOG00000006548	ENSRNOG00000006548	498011	Mrc2	MRC2	ENSG00000011028
transcript-rna-seq	ENSRNOG00000006549	ENSRNOG00000006549	100362205	Fndc9	AC008676.3	ENSG00000285868
transcript-rna-seq	ENSRNOG00000006549	ENSRNOG00000006549	100362205	Fndc9	FNDC9	ENSG00000172568
transcript-rna-seq	ENSRNOG00000006551	ENSRNOG00000006551	304653	Dcaf15	DCAF15	ENSG00000132017
transcript-rna-seq	ENSRNOG00000006553	ENSRNOG00000006553	298189	Bnc2	BNC2	ENSG00000173068
transcript-rna-seq	ENSRNOG00000006554	ENSRNOG00000006554	289900	Fam149b1	FAM149B1	ENSG00000138286
transcript-rna-seq	ENSRNOG00000006557	ENSRNOG00000006557	303073	Cyfip2	CYFIP2	ENSG00000055163
transcript-rna-seq	ENSRNOG00000006559	ENSRNOG00000006559	116633	Akap8	AKAP8	ENSG00000105127
transcript-rna-seq	ENSRNOG00000006565	ENSRNOG00000006565	303130	Fstl4	FSTL4	ENSG00000053108
transcript-rna-seq	ENSRNOG00000006569	ENSRNOG00000006569	362800	Itgb8	ITGB8	ENSG00000105855
transcript-rna-seq	ENSRNOG00000006570	ENSRNOG00000006570	314249	Plekhg3	PLEKHG3	ENSG00000126822
transcript-rna-seq	ENSRNOG00000006575	ENSRNOG00000006575	289716	Ccdc96		
transcript-rna-seq	ENSRNOG00000006576	ENSRNOG00000006576	362426	Bms1	BMS1	ENSG00000165733
transcript-rna-seq	ENSRNOG00000006577	ENSRNOG00000006577	300408	Olr1147	OR7G2	ENSG00000170923
transcript-rna-seq	ENSRNOG00000006578	ENSRNOG00000006578	24610	Odf1	ODF1	ENSG00000155087
transcript-rna-seq	ENSRNOG00000006579	ENSRNOG00000006579	24620	Reg3g	REG1B	ENSG00000172023
transcript-rna-seq	ENSRNOG00000006582	ENSRNOG00000006582	259271	Aptx	APTX	ENSG00000137074
transcript-rna-seq	ENSRNOG00000006583	ENSRNOG00000006583	58962	Hpgds	HPGDS	ENSG00000163106
transcript-rna-seq	ENSRNOG00000006584	ENSRNOG00000006584	405173	Olr1148		
transcript-rna-seq	ENSRNOG00000006587	ENSRNOG00000006587	299295	Setd3	SETD3	ENSG00000183576
transcript-rna-seq	ENSRNOG00000006588	ENSRNOG00000006588	29279	Meox2	MEOX2	ENSG00000106511
transcript-rna-seq	ENSRNOG00000006589	ENSRNOG00000006589	81683	Mif	MIF	ENSG00000240972
transcript-rna-seq	ENSRNOG00000006591	ENSRNOG00000006591	685169	Fam163b	FAM163B	ENSG00000196990
transcript-rna-seq	ENSRNOG00000006593	ENSRNOG00000006593	79563	Grpel1	GRPEL1	ENSG00000109519
transcript-rna-seq	ENSRNOG00000006595	ENSRNOG00000006595	79246	Htr3a	HTR3A	ENSG00000166736
transcript-rna-seq	ENSRNOG00000006599	ENSRNOG00000006599			MIF	ENSG00000240972
transcript-rna-seq	ENSRNOG00000006600	ENSRNOG00000006600	360663	Unk	UNK	ENSG00000132478
transcript-rna-seq	ENSRNOG00000006604	ENSRNOG00000006604	24832	Thy1	THY1	ENSG00000154096
transcript-rna-seq	ENSRNOG00000006608	ENSRNOG00000006608	500384	Tmem70	TMEM70	ENSG00000175606
transcript-rna-seq	ENSRNOG00000006611	ENSRNOG00000006611	311111	Nostrin	NOSTRIN	ENSG00000163072
transcript-rna-seq	ENSRNOG00000006612	ENSRNOG00000006612	303200	Map2k3	MAP2K3	ENSG00000034152
transcript-rna-seq	ENSRNOG00000006612	ENSRNOG00000006612	108348082	LOC108348082	MAP2K3	ENSG00000034152
transcript-rna-seq	ENSRNOG00000006615	ENSRNOG00000006615	298227	Mtap	MTAP	ENSG00000099810
transcript-rna-seq	ENSRNOG00000006617	ENSRNOG00000006617				
transcript-rna-seq	ENSRNOG00000006619	ENSRNOG00000006619	364240	Dnajc9	DNAJC9	ENSG00000213551
transcript-rna-seq	ENSRNOG00000006620	ENSRNOG00000006620	301086	Xcr1	XCR1	ENSG00000173578
transcript-rna-seq	ENSRNOG00000006622	ENSRNOG00000006622	299691	Cry1	CRY1	ENSG00000008405
transcript-rna-seq	ENSRNOG00000006623	ENSRNOG00000006623	295629	Cd302	CD302	ENSG00000241399
transcript-rna-seq	ENSRNOG00000006625	ENSRNOG00000006625	287559	Phb-ps1		
transcript-rna-seq	ENSRNOG00000006628	ENSRNOG00000006628	297682	Dusp16	DUSP16	ENSG00000111266
transcript-rna-seq	ENSRNOG00000006631	ENSRNOG00000006631	296789	Sema3e	SEMA3E	ENSG00000170381
transcript-rna-seq	ENSRNOG00000006632	ENSRNOG00000006632	501560	Rps6ka3	RPS6KA3	ENSG00000177189
transcript-rna-seq	ENSRNOG00000006636	ENSRNOG00000006636	297911	Otud6b	OTUD6B	ENSG00000155100
transcript-rna-seq	ENSRNOG00000006637	ENSRNOG00000006637	405955	Olr720	OR4A47	ENSG00000237388
transcript-rna-seq	ENSRNOG00000006639	ENSRNOG00000006639	78956	Scn9a	SCN9A	ENSG00000169432
transcript-rna-seq	ENSRNOG00000006641	ENSRNOG00000006641	25699	Dbh	DBH	ENSG00000123454
transcript-rna-seq	ENSRNOG00000006642	ENSRNOG00000006642	363476	Yipf6	YIPF6	ENSG00000181704
transcript-rna-seq	ENSRNOG00000006644	ENSRNOG00000006644	298144	Kdm4c	KDM4C	ENSG00000107077
transcript-rna-seq	ENSRNOG00000006645	ENSRNOG00000006645	170546	Ryr3	RYR3	ENSG00000198838
transcript-rna-seq	ENSRNOG00000006646	ENSRNOG00000006646	362374	Vopp1	VOPP1	ENSG00000154978
transcript-rna-seq	ENSRNOG00000006649	ENSRNOG00000006649	24831	Thrb	THRB	ENSG00000151090
transcript-rna-seq	ENSRNOG00000006652	ENSRNOG00000006652	84474	Ddx1	DDX1	ENSG00000079785
transcript-rna-seq	ENSRNOG00000006653	ENSRNOG00000006653	170573	Slc38a4	SLC38A4	ENSG00000139209
transcript-rna-seq	ENSRNOG00000006654	ENSRNOG00000006654	295914	Olr721		
transcript-rna-seq	ENSRNOG00000006655	ENSRNOG00000006655	60376	Plrg1	PLRG1	ENSG00000171566
transcript-rna-seq	ENSRNOG00000006658	ENSRNOG00000006658	500537	Tmem269	TMEM269	ENSG00000274386
transcript-rna-seq	ENSRNOG00000006661	ENSRNOG00000006661	497976	Rad51c	RAD51C	ENSG00000108384
transcript-rna-seq	ENSRNOG00000006663	ENSRNOG00000006663	115771	Usp2	USP2	ENSG00000036672
transcript-rna-seq	ENSRNOG00000006669	ENSRNOG00000006669	366114	Olr722		
transcript-rna-seq	ENSRNOG00000006670	ENSRNOG00000006670	501555	Rai2	RAI2	ENSG00000131831
transcript-rna-seq	ENSRNOG00000006674	ENSRNOG00000006674	287534	Rflnb	RFLNB	ENSG00000183688
transcript-rna-seq	ENSRNOG00000006675	ENSRNOG00000006675	24360	Fabp1	FABP1	ENSG00000163586
transcript-rna-seq	ENSRNOG00000006681	ENSRNOG00000006681	353252	Rdh10	RDH10	ENSG00000121039
transcript-rna-seq	ENSRNOG00000006684	ENSRNOG00000006684	500950	Zfp317	ZNF317	ENSG00000130803
transcript-rna-seq	ENSRNOG00000006689	ENSRNOG00000006689	312974	Chd7	CHD7	ENSG00000171316
transcript-rna-seq	ENSRNOG00000006695	ENSRNOG00000006695	60383	Rbck1	RBCK1	ENSG00000125826
transcript-rna-seq	ENSRNOG00000006697	ENSRNOG00000006697	362490	Pip4p2	PIP4P2	ENSG00000155099
transcript-rna-seq	ENSRNOG00000006698	ENSRNOG00000006698	317580	Rab33a	RAB33A	ENSG00000134594
transcript-rna-seq	ENSRNOG00000006699	ENSRNOG00000006699	314320	Mlh3	MLH3	ENSG00000119684
transcript-rna-seq	ENSRNOG00000006700	ENSRNOG00000006700	362914	Wdyhv1	NTAQ1	ENSG00000156795
transcript-rna-seq	ENSRNOG00000006703	ENSRNOG00000006703	500108	Zfp398	ZNF398	ENSG00000197024
transcript-rna-seq	ENSRNOG00000006705	ENSRNOG00000006705	311456	Mkks	MKKS	ENSG00000125863
transcript-rna-seq	ENSRNOG00000006706	ENSRNOG00000006706	366115	Olr724	OR4C12	ENSG00000221954
