RAT_SYMBOL	NAME	RAT_GENE_RGD_ID	RAT_NCBI_GENE_ID	RAT_ENSEMBL_ID	RAT_UNIPROT_ID	RAT_OLD_SYMBOL	HUMAN_ORTHOLOG_SYMBOL	HUMAN_ORTHOLOG_RGD	HUMAN_ORTHOLOG_NCBI_GENE_ID	HUMAN_ORTHOLOG_ENSEMBL_ID	HUMAN_ORTHOLOG_SOURCE
Adora2b	adenosine A2B receptor	2050	29316	ENSRNOG00000002922	B1WBR3;P29276	NA	ADORA2B	731019	136	ENSG00000170425.4	HGNC
Cpb1	carboxypeptidase B1	2391	24271	ENSRNOG00000030904	D3ZAM3;P19223	Cpb	CPB1	737246	1360	ENSG00000153002.12	HGNC
Zfp786	zinc finger protein 786	2293500	100158223	ENSRNOG00000006925	B2GV07	MGC187936	ZNF786	1604748	136051	ENSG00000197362.15	HGNC
Cpb2	carboxypeptidase B2	71035	113936	ENSRNOG00000010935	Q9EQV9	CPR;CPU;LOC684726;TAFI	CPB2	731734	1361	ENSG00000080618.17	HGNC
Cpd	carboxypeptidase D	2393	25306	ENSRNOG00000003873	A0A0G2JY30;F1LPC6;Q9JHW1	gp180	CPD	731463	1362	ENSG00000108582.12	HGNC
Col26a1	collagen type XXVI alpha 1 chain	1591401	685612	ENSRNOG00000001422	A0A0G2K8N4;F1M0M7	LOC685612	COL26A1	1345849	136227	ENSG00000160963.14	HGNC
Prss37	serine protease 37	1311823	362346	ENSRNOG00000012201	D4A527	LOC362346;RGD1311823	PRSS37	1604236	136242	ENSG00000165076.14	HGNC
Klf14	Kruppel-like factor 14	1306012	312203	ENSRNOG00000027557	D3ZVG6	LOC312203;Tsga13	KLF14	1343776	136259	ENSG00000266265.4	HGNC
Ssmem1	serine-rich single-pass membrane protein 1	1559502	500068	ENSRNOG00000010345	A0A0G2K8A0;D3ZDF5	LOC500068;RGD1559502	SSMEM1	1604235	136263	ENSG00000165120.5	HGNC
LOC688553	hypothetical protein LOC688553	1587626	688553	ENSRNOG00000037632	A0JPQ1	MGC156806;RGD1565273	C7orf57	1642900	136288	ENSG00000164746.14	HGNC
Cpe	carboxypeptidase E	2394	25669	ENSRNOG00000043387	D4A8X4;P15087;Q5U322	Cph;MGC93638	CPE	732381	1363	ENSG00000109472.14	HGNC
Svopl	SVOP like	1566053	500085	ENSRNOG00000013378	D4A9T9	LOC500085;RGD1566053	SVOPL	1603906	136306	ENSG00000157703.16	HGNC
Mtpn	myotrophin	619806	79215	ENSRNOG00000011857	P62775	Gcdp;MGC108675	MTPN	1603905	136319	ENSG00000105887.11	HGNC
Lrguk	leucine-rich repeats and guanylate kinase domain containing	1308226	296968	ENSRNOG00000008775	A0A0G2JWS1;D4A3R3	LOC296968;RGD1308226	LRGUK	1603904	136332	ENSG00000155530.3	HGNC
Asb10	ankyrin repeat and SOCS box-containing 10	1562922	499972	ENSRNOG00000024885	A0A096MJQ3;B5DEZ7	LOC499972;RGD1562922	ASB10	1353086	136371	ENSG00000146926.11	HGNC
Cldn4	claudin 4	1307932	304407	ENSRNOG00000001476	Q5XIT8	LOC304407	CLDN4	1317413	1364	ENSG00000189143.10	HGNC
Cldn3	claudin 3	68425	65130	ENSRNOG00000046007	Q63400	RVP1	CLDN3	68632	1365	ENSG00000165215.6	HGNC
Prss58	serine protease 58	1303054	408204	ENSRNOG00000013132	Q6IE06	Tryx3;try1	PRSS58	1606966	136541	ENSG00000258223.6	HGNC
Prss58	serine protease 58	1303054	408204	ENSRNOG00000013132	Q6IE06	Tryx3;try1	PRSS58	1606966	136541	ENSG00000276785.4	HGNC
Cldn7	claudin 7	68432	65132	ENSRNOG00000017325	B0K006;Q9Z1L1	MGC124679;cld-7	CLDN7	68646	1366	ENSG00000181885.18	HGNC
Cldn7	claudin 7	68432	65132	ENSRNOG00000017325	B0K006;Q9Z1L1	MGC124679;cld-7	CLDN7	68646	1366	ENSG00000288292.1	HGNC
Mplkip	M-phase specific PLK1 interacting protein	1584365	684996	ENSRNOG00000013806	D3ZVR4	LOC684996	MPLKIP	1344320	136647	ENSG00000168303.9	HGNC
Cpm	carboxypeptidase M	1310532	314855	ENSRNOG00000034134	D4A9Q5	LOC314855	CPM	1321490	1368	ENSG00000135678.12	HGNC
Cpm	carboxypeptidase M	1310532	314855	ENSRNOG00000066159	D4A9Q5	LOC314855	CPM	1321490	1368	ENSG00000135678.12	HGNC
Ssc4d	scavenger receptor cysteine rich family member with 4 domains	1306970	304401	ENSRNOG00000001435	D3ZQH3	LOC304401;Srcrb4d	SSC4D	1315886	136853	ENSG00000146700.9	HGNC
LOC500124	similar to RIKEN cDNA 4921507P07	1563788	500124	ENSRNOG00000010594	Q6AYM0	NA	C7orf31	1349806	136895	ENSG00000153790.12	HGNC
Cpn1	carboxypeptidase N subunit 1	70931	365466	ENSRNOG00000013439	Q9EQV8	Cpn;LOC100361985;MGC108636	CPN1	734334	1369	ENSG00000120054.12	HGNC
Asz1	ankyrin repeat, SAM and basic leucine zipper domain containing 1	621579	170578	ENSRNOG00000060343	Q8VHF9	Gasz	ASZ1	1348719	136991	ENSG00000154438.8	HGNC
Cpn2	carboxypeptidase N subunit 2	1305170	303861	ENSRNOG00000024384	F1LQT4	LOC303861;RGD1305170	CPN2	1346122	1370	ENSG00000178772.7	HGNC
Cldn23	claudin 23	1309001	290789	ENSRNOG00000011424	Q497B5	LOC290789;MGC124737	CLDN23	1319100	137075	ENSG00000253958.2	HGNC
Cldn23	claudin 23	1309001	290789	ENSRNOG00000011424	Q497B5	LOC290789;MGC124737	CLDN23	1319100	137075	ENSG00000285098.2	HGNC
Cpox	coproporphyrinogen oxidase	1311817	304024	ENSRNOG00000001654	Q3B7D0	COX;LOC304024;MGC124847	CPOX	1323470	1371	ENSG00000080819.9	HGNC
Cps1	carbamoyl-phosphate synthase 1	2395	497840	ENSRNOG00000013704	P07756	cps;cps-1	CPS1	70833	1373	ENSG00000021826.18	HGNC
Got1l1	glutamic-oxaloacetic transaminase 1-like 1	1307172	306540	ENSRNOG00000038473	A0A0U1RVK4;Q6AY54	LOC306540;RGD1307172	GOT1L1	1602185	137362	ENSG00000169154.7	HGNC
Cibar1	CBY1 interacting BAR domain containing 1	1310681	297903	ENSRNOG00000016338	D3ZP87	Fam92a;Fam92a1;LOC297903;RGD1310681	CIBAR1	1604747	137392	ENSG00000188343.14	HGNC
Cpt1a	carnitine palmitoyltransferase 1A	2396	25757	ENSRNOG00000014254	B7ZDJ2;P32198	CPT I;CPT-Ia;CPT1-L;CPTI-L	CPT1A	735945	1374	ENSG00000110090.13	HGNC
Vps37a	VPS37A subunit of ESCRT-I	1560016	290775	ENSRNOG00000012001	Q4V794	MGC116266	VPS37A	1604528	137492	ENSG00000155975.10	HGNC
Cpt1b	carnitine palmitoyltransferase 1B	2397	25756	ENSRNOG00000010438	B7ZDJ3;O70253;Q63704	CPT I;CPT-IB;CPT-Ibeta 1;CPT-Ibeta 3;CPT1-M;CPTI-M;M-CPTI;MGC93637	CPT1B	619557	1375	ENSG00000205560.13	HGNC
Cpt2	carnitine palmitoyltransferase 2	2398	25413	ENSRNOG00000012443	G3V7N5;P18886	CPT II;CPTII	CPT2	736835	1376	ENSG00000157184.7	HGNC
Ndufaf6	NADH:ubiquinone oxidoreductase complex assembly factor 6	1309085	297821	ENSRNOG00000040040	A0A0H2UI06;D3ZN43	LOC297821;RGD1309085	NDUFAF6	1603903	137682	ENSG00000156170.13	HGNC
Tmem68	transmembrane protein 68	1309006	312946	ENSRNOG00000008872	D3ZF19	LOC312946;RGD1309006	TMEM68	1603902	137695	ENSG00000167904.16	HGNC
Abra	actin-binding Rho activating protein	708493	286965	ENSRNOG00000007999	Q8K4K7	Ms1;Stars	ABRA	1603582	137735	ENSG00000174429.4	HGNC
Lypd2	Ly6/Plaur domain containing 2	1307892	300017	ENSRNOG00000006058	A0A096MJU9;D4A707	LOC300017;RGD1307892	LYPD2	1352251	137797	ENSG00000197353.4	HGNC
Nkx2-6	NK2 homeobox 6	1306149	364418	ENSRNOG00000021910	B1H280	LOC364418;MGC188338	NKX2-6	1603362	137814	ENSG00000180053.8	HGNC
Tmem71	transmembrane protein 71	1593414	690657	ENSRNOG00000025460	A0A1W2Q623;A0A1W2Q6A0;D3ZMF7	LOC690657	TMEM71	1606965	137835	ENSG00000165071.15	HGNC
Sgcz	sarcoglycan zeta	1307788	364605	NA	NA	LOC364605	SGCZ	1317183	137868	ENSG00000185053.14	HGNC
Adhfe1	alcohol dehydrogenase, iron containing, 1	1308863	362474	ENSRNOG00000007069	Q4QQW3	HOT;LOC362474	ADHFE1	1318880	137872	ENSG00000147576.17	HGNC
Ubxn2b	UBX domain protein 2B	1308557	312965	ENSRNOG00000009137	P0C627	LOC312965;RGD1308557	UBXN2B	2299012	137886	ENSG00000215114.10	HGNC
Ubxn2b	UBX domain protein 2B	1308557	312965	ENSRNOG00000071045	P0C627	LOC312965;RGD1308557	UBXN2B	2299012	137886	ENSG00000215114.10	HGNC
Cr1l	complement C3b/C4b receptor 1 like	2399	54243	ENSRNOG00000008193	A0A0G2K7Y0;O35520;Q63135	Cr1;Crry;LOC100911729	CR1L	1348835	1379	ENSG00000197721.17	HGNC
Gpat4	glycerol-3-phosphate acyltransferase 4	1310520	290843	ENSRNOG00000018077	Q0ZFS7	Agpat6;LOC290843;RGD1310520	GPAT4	1606717	137964	ENSG00000158669.11	HGNC
Unc5d	unc-5 netrin receptor D	1309245	306534	ENSRNOG00000011858	A0A0G2KA37;A0A0R3P9D5;F1LW30	LOC306534	UNC5D	1319479	137970	ENSG00000156687.11	HGNC
Letm2	leucine zipper and EF-hand containing transmembrane protein 2	1311220	361169	ENSRNOG00000026180	D3ZXQ6;F1LP77;Q5PQQ5	LETM2S;LOC361169	LETM2	1322565	137994	ENSG00000165046.13	HGNC
Cr2	complement C3d receptor 2	1310065	289395	ENSRNOG00000034164	A0A0G2K684;D3Z9F7	Cd21	CR2	1320753	1380	ENSG00000117322.18	HGNC
Ralyl	RALY RNA binding protein-like	1305844	294883	ENSRNOG00000011400	F7F855;Q569A4	LOC294883;RGD1305844	RALYL	1606457	138046	ENSG00000184672.12	HGNC
Hgsnat	heparan-alpha-glucosaminide N-acetyltransferase	1560755	361165	NA	NA	LOC100360010;LOC361165;MGC108996;RGD1560755	HGSNAT	1606456	138050	ENSG00000165102.15	HGNC
Rnf183	ring finger protein 183	1564412	500474	ENSRNOG00000014861	D4A718	LOC500474;RGD1564412	RNF183	1603182	138065	ENSG00000165188.14	HGNC
Crabp1	cellular retinoic acid binding protein 1	2400	25061	ENSRNOG00000023633	P62966	Crabp1_mapped	CRABP1	1345653	1381	ENSG00000166426.8	HGNC
Nacc2	NACC family member 2	1309292	296583	ENSRNOG00000018231	G3V8D3;Q562B4	Btbd14a;LOC296583;NAC-2	NACC2	1319559	138151	ENSG00000148411.8	HGNC
RGD1306233	similar to hypothetical protein MGC29761	1306233	296608	ENSRNOG00000010152	D3ZTM5	LOC296608	C9orf116	1353369	138162	ENSG00000160345.13	HGNC
Carnmt1	carnosine N-methyltransferase 1	1311863	293871	ENSRNOG00000012872	A0A0G3F9V8;A0A0H2UHK4;Q5BJZ6	LOC293871;MGC109119;RGD1311863	CARNMT1	1323541	138199	ENSG00000156017.13	HGNC
Crabp2	cellular retinoic acid binding protein 2	62070	29563	ENSRNOG00000022101	M0RCE3;P51673	LOC108348208	CRABP2	731412	1382	ENSG00000143320.9	RGD
Crabp2	cellular retinoic acid binding protein 2	62070	29563	ENSRNOG00000048421	M0RCE3;P51673	LOC108348208	CRABP2	731412	1382	ENSG00000143320.9	RGD
LOC100911842	uncharacterized LOC100911842	6490675	100911842	NA	NA	NA	C9orf57	1342941	138240	ENSG00000204669.11	HGNC
RGD1359158	similar to RIKEN cDNA 1110059E24	1359158	361740	ENSRNOG00000027161	Q68FU5	MGC94797	C9orf85	1605873	138241	ENSG00000155621.15	HGNC
Cfap95	cilia and flagella associated protein 95	1560242	499334	ENSRNOG00000036615	D3ZWG8	LOC499334;RGD1560242	C9orf135	1605872	138255	ENSG00000204711.9	HGNC
Lcn8	lipocalin 8	1306747	366008	ENSRNOG00000017161	B3EY82	LOC366008;RGD1306747	LCN8	1343207	138307	ENSG00000204001.10	HGNC
Dipk1b	divergent protein kinase domain 1B	1308600	362090	ENSRNOG00000004532	Q5FVL3	Fam69b;LOC362090;MGC109181;PIP49;RGD1308600	DIPK1B	1602652	138311	ENSG00000165716.11	HGNC
Crat	carnitine O-acetyltransferase	1303031	311849	ENSRNOG00000018145	A0A0H2UI21;Q704S8	CAT;MGC94385	CRAT	1350289	1384	ENSG00000095321.18	HGNC
Ptrh1	peptidyl-tRNA hydrolase 1 homolog	1310165	362113	ENSRNOG00000049034	D3ZI43;F1M8A9	LOC362113;RGD1310165	PTRH1	1320908	138428	ENSG00000187024.15	HGNC
Pip5kl1	phosphatidylinositol-4-phosphate 5-kinase-like 1	1597527	687758	ENSRNOG00000048676	M0RBR8	LOC687758	PIP5KL1	1346757	138429	ENSG00000167103.12	HGNC
Creb1	cAMP responsive element binding protein 1	620218	81646	ENSRNOG00000013412	P15337	CREB-1;Creb	CREB1	730886	1385	ENSG00000118260.15	HGNC
Atf2	activating transcription factor 2	621862	81647	ENSRNOG00000001597	Q00969	RATF2	ATF2	732287	1386	ENSG00000115966.18	HGNC
Ptpdc1	protein tyrosine phosphatase domain containing 1	1307698	291022	ENSRNOG00000026564	A0A0G2KB18;D4ACD9	LOC291022	PTPDC1	1317037	138639	ENSG00000158079.16	HGNC
Ptpdc1	protein tyrosine phosphatase domain containing 1	1307698	291022	ENSRNOG00000064794	A0A0G2KB18;D4ACD9	LOC291022	PTPDC1	1317037	138639	ENSG00000158079.16	HGNC
Prss47	serine protease 47	1592951	680378	ENSRNOG00000031461	F1M2C8	LOC680378	PRSS47	9586643	138652	ENSG00000276717.2	HGNC
Crebbp	CREB binding protein	2401	54244	ENSRNOG00000005330	F1M9G7;Q6JHU9;Q812C1;Q812C2	CBP;RSTS;RTS	CREBBP	619552	1387	ENSG00000005339.15	HGNC
Arid3c	AT-rich interaction domain 3C	1560943	502946	ENSRNOG00000013416	D3ZQB1	LOC502946;RGD1560943	ARID3C	1342507	138715	ENSG00000205143.4	HGNC
Rpp25l	ribonuclease P/MRP subunit p25 like	1306576	298002	ENSRNOG00000059653	B0BMX6	LOC298002;RGD1306576	RPP25L	1315272	138716	ENSG00000164967.10	HGNC
Rpp25l	ribonuclease P/MRP subunit p25 like	1306576	298002	ENSRNOG00000064027	B0BMX6	LOC298002;RGD1306576	RPP25L	1315272	138716	ENSG00000164967.10	HGNC
LOC100360821	rCG55159-like	2321337	100360821	ENSRNOG00000022601	D4A3J0	NA	C9orf131	1604527	138724	ENSG00000174038.13	HGNC
Atf6b	activating transcription factor 6 beta	1303317	406169	ENSRNOG00000000431	Q4G097	Crebl1;MGC112556	ATF6B	1346168	1388	ENSG00000168468.12	HGNC
Atf6b	activating transcription factor 6 beta	1303317	406169	ENSRNOG00000000431	Q4G097	Crebl1;MGC112556	ATF6B	1346168	1388	ENSG00000213676.13	HGNC
Atf6b	activating transcription factor 6 beta	1303317	406169	ENSRNOG00000000431	Q4G097	Crebl1;MGC112556	ATF6B	1346168	1388	ENSG00000228628.8	HGNC
Atf6b	activating transcription factor 6 beta	1303317	406169	ENSRNOG00000000431	Q4G097	Crebl1;MGC112556	ATF6B	1346168	1388	ENSG00000234539.9	HGNC
Olr851	olfactory receptor 851	1333398	298040	ENSRNOG00000052071	D3ZQT5	NA	OR13C8	1343666	138802	ENSG00000186943.1	HGNC
Olr847	olfactory receptor 847	1333321	298045	ENSRNOG00000049595	D4A145	LOC100912420;ratchr5-70187780-70186827_ORF	OR13C3	1354005	138803	ENSG00000204246.4	HGNC
Olr847	olfactory receptor 847	1333321	298045	ENSRNOG00000064661	D4A145	LOC100912420;ratchr5-70187780-70186827_ORF	OR13C3	1354005	138803	ENSG00000204246.4	HGNC
Olr848	olfactory receptor 848	1333384	298044	ENSRNOG00000049790	D3ZDJ1	ratchr5-70217666-70218619_ORF	OR13C4	1344868	138804	ENSG00000148136.5	HGNC
Olr848	olfactory receptor 848	1333384	298044	ENSRNOG00000063372	D3ZDJ1	ratchr5-70217666-70218619_ORF	OR13C4	1344868	138804	ENSG00000148136.5	HGNC
LOC500460	similar to olfactory receptor Olr841	1583730	500460	ENSRNOG00000005666	D4A252	NA	OR13F1	1342816	138805	ENSG00000186881.3	HGNC
Olr418	olfactory receptor 418	1333496	405114	ENSRNOG00000029787	D3ZHU0	NA	OR1L8	1351781	138881	ENSG00000171496.5	HGNC
Olr417	olfactory receptor 417	1333103	296679	ENSRNOG00000007954	D3ZQ64	NA	OR1N2	1347218	138882	ENSG00000171501.10	HGNC
Olr414	olfactory receptor 414	621629	56821	ENSRNOG00000033799	F1LMX9;Q9JHE2	Gust43	OR1N1	1351301	138883	ENSG00000171505.5	HGNC
Crebl2	cAMP responsive element binding protein-like 2	1309502	362453	ENSRNOG00000007115	A0A0A0MXV0;A0A0G2JYS9;Q5BJU6	LOC362453;MGC109304	CREBL2	1319876	1389	ENSG00000111269.3	HGNC
Crebl2	cAMP responsive element binding protein-like 2	1309502	362453	ENSRNOG00000067300	A0A0A0MXV0;A0A0G2JYS9;Q5BJU6	LOC362453;MGC109304	CREBL2	1319876	1389	ENSG00000111269.3	HGNC
Crem	cAMP responsive element modulator	2402	25620	ENSRNOG00000014900	A0A0G2JYV9;A0A0G2K748;A0A140TAC0;A0A140TAC1;D3ZXY8;M0RCG1;Q03061;Q99NS8;Q9R1Q5	CREM delta C-G;CREM-17X;Icer	CREM	735941	1390	ENSG00000095794.20	HGNC
Slitrk4	SLIT and NTRK-like family, member 4	1588563	302473	ENSRNOG00000062783	NA	LOC302473	SLITRK4	1348582	139065	ENSG00000179542.16	HGNC
Bend2	BEN domain containing 2	7741042	102549010	NA	NA	LOC102549010	BEND2	1350095	139105	ENSG00000177324.14	HGNC
Pasd1	PAS domain containing repressor 1	7496877	102554647	ENSRNOG00000061428	A0A0G2JVM9	LOC102554647;LOC103693618	PASD1	1346433	139135	ENSG00000166049.11	HGNC
Pasd1	PAS domain containing repressor 1	7496877	102554647	ENSRNOG00000061651	A0A0G2JVM9	LOC102554647;LOC103693618	PASD1	1346433	139135	ENSG00000166049.11	HGNC
Dcaf12l1	DDB1 and CUL4 associated factor 12-like 1	1563873	313296	ENSRNOG00000023458	D4ABX0	Dcaf12;LOC313296;RGD1563873;Wdr40b	DCAF12L1	1347831	139170	ENSG00000198889.5	HGNC
Dgkk	diacylglycerol kinase kappa	1561510	367745	ENSRNOG00000039323	A0A1W2Q613;A0A1W2Q6N4;F1LZW2	LOC367745;RGD1561510	DGKK	1603361	139189	ENSG00000274588.2	HGNC
Crh	corticotropin releasing hormone	620505	81648	ENSRNOG00000012703	P01143	CRF	CRH	730946	1392	ENSG00000147571.5	HGNC
Dnaaf6	dynein axonemal assembly factor 6	1566312	315915	ENSRNOG00000054900	A0A0G2K9P7;Q4V8B6	MGC114520;Pih1d3	DNAAF6	1353450	139212	ENSG00000080572.14	HGNC
Pwwp3b	PWWP domain containing 3B	1565148	501630	ENSRNOG00000030475	B5DEG0	LOC501630;Mum1l1;RGD1565148	PWWP3B	1349980	139221	ENSG00000157502.13	HGNC
Fam199x	family with sequence similarity 199, X-linked	1591830	679168	ENSRNOG00000049849	M0R493	LOC679168	FAM199X	1348985	139231	ENSG00000123575.9	HGNC
Amer1	APC membrane recruitment protein 1	1560322	501584	ENSRNOG00000007984	D3ZCP6	Fam123b;LOC501584;RGD1560322	AMER1	1606716	139285	ENSG00000184675.11	HGNC
Crhbp	corticotropin releasing hormone binding protein	2403	29625	ENSRNOG00000017890	O35761;P24388	CRF-BP;CRH-BP;Crfbp	CRHBP	730851	1393	ENSG00000145708.11	HGNC
Apool	apolipoprotein O-like	1549725	317191	ENSRNOG00000004512	Q5U1W6	LOC317191;RGD1549725	APOOL	1351827	139322	ENSG00000155008.16	HGNC
Hdx	highly divergent homeobox	1563666	317617	ENSRNOG00000037799	A0A0G2KAK4;D4A457	LOC317617;RGD1563666	HDX	1348226	139324	ENSG00000165259.14	HGNC
Fundc1	FUN14 domain containing 1	1563372	363442	ENSRNOG00000003470	Q5BJS4	MGC109382	FUNDC1	1351437	139341	ENSG00000069509.6	HGNC
Magea13	MAGE family member A13	1359246	302845	ENSRNOG00000003532	Q5XIK4	LOC302845;Magea11	MAGEA13P	2925270	139363	NA	HGNC
Adgrg4	adhesion G protein-coupled receptor G4	1564057	302860	ENSRNOG00000054401	A0A0G2JXP6	Gpr112;Gpr112l;LOC302860;RGD1564057	ADGRG4	1346347	139378	ENSG00000156920.11	HGNC
Crhr1	corticotropin releasing hormone receptor 1	61276	58959	ENSRNOG00000004900	B3SXS3;B3SXS4;B3SXS5;P35353	CRF-R;CRF-R-1;CRF-R1;CRF1;CRFR-1;CRFR1;CRH-R 1;CRH-R-1;CRH-R1	CRHR1	734061	1394	ENSG00000120088.15	HGNC
Crhr1	corticotropin releasing hormone receptor 1	61276	58959	ENSRNOG00000004900	B3SXS3;B3SXS4;B3SXS5;P35353	CRF-R;CRF-R-1;CRF-R1;CRF1;CRFR-1;CRFR1;CRH-R 1;CRH-R-1;CRH-R1	CRHR1	734061	1394	ENSG00000278232.4	HGNC
Crhr1	corticotropin releasing hormone receptor 1	61276	58959	ENSRNOG00000004900	B3SXS3;B3SXS4;B3SXS5;P35353	CRF-R;CRF-R-1;CRF-R1;CRF1;CRFR-1;CRFR1;CRH-R 1;CRH-R-1;CRH-R1	CRHR1	734061	1394	ENSG00000276191.4	HGNC
Ptchd1	patched domain containing 1	1564527	317517	ENSRNOG00000003675	D3ZX73	LOC317517;RGD1564527	PTCHD1	1352131	139411	ENSG00000165186.12	HGNC
Ptchd1	patched domain containing 1	1564527	317517	ENSRNOG00000069252	D3ZX73	LOC317517;RGD1564527	PTCHD1	1352131	139411	ENSG00000165186.12	HGNC
Ppp4r3c	protein phosphatase 4 regulatory subunit 3C	1559817	302756	NA	NA	LOC302756;Ppp4r3cp;RGD1559817;Smek3;Smek3p	PPP4R3C	1602982	139420	ENSG00000224960.5	HGNC
Crhr2	corticotropin releasing hormone receptor 2	70547	64680	ENSRNOG00000011145	A0A0G2K9U2;D4A5C4;P47866	CRF-R 2;CRF-R-2;CRF-R2;CRF2;CRFR-2;CRH-R 2;CRH-R-2;CRH-R2;Crf2r	CRHR2	733138	1395	ENSG00000106113.19	HGNC
Otud6a	OTU deubiquitinase 6A	1560855	302426	ENSRNOG00000042687	D3ZX46	LOC302426;RGD1560855	OTUD6A	1605871	139562	ENSG00000189401.3	HGNC
Uprt	uracil phosphoribosyltransferase homolog	1564806	317237	ENSRNOG00000021552	D4ABC7	LOC317237;RGD1564806	UPRT	1605870	139596	ENSG00000094841.14	HGNC
Uprt	uracil phosphoribosyltransferase homolog	1564806	317237	ENSRNOG00000063275	D4ABC7	LOC317237;RGD1564806	UPRT	1605870	139596	ENSG00000094841.14	HGNC
Magee2	MAGE family member E2	1564872	302392	ENSRNOG00000021400	D4A6M8	LOC302392;RGD1564872	MAGEE2	1346034	139599	ENSG00000186675.7	HGNC
Crip1	cysteine rich protein 1	1597237	691657	ENSRNOG00000027990	P63255	CRIP;Crp-1;LOC691657	CRIP1	1348993	1396	ENSG00000213145.10	HGNC
Mageb16	MAGE family member B16	1562365	317274	ENSRNOG00000029408	M0R5A2;Q6AY37	LOC317274;Snca	MAGEB16	1353190	139604	ENSG00000189023.10	HGNC
Foxr2	forkhead box R2	1564437	302583	ENSRNOG00000030619	D4ADV2	LOC302583;RGD1564437	FOXR2	1352257	139628	ENSG00000189299.7	HGNC
Crip2	cysteine-rich protein 2	1302959	338401	ENSRNOG00000005041	P36201	CRP-2;CRP2	CRIP2	1351980	1397	ENSG00000182809.11	HGNC
Pnck	pregnancy up-regulated nonubiquitous CaM kinase	69249	29660	ENSRNOG00000058317	O70150	Camk1b;LOC100360379	PNCK	1605290	139728	ENSG00000130822.16	HGNC
Zfp92	ZFP92 zinc finger protein	1559446	503487	ENSRNOG00000051836	A0A0G2K279;M0R9E7	LOC503487;RGD1559446	ZFP92	1344727	139735	ENSG00000189420.9	HGNC
Actrt1	actin-related protein T1	1359559	302796	ENSRNOG00000003456	Q5XIK1	LOC302796	ACTRT1	1605289	139741	ENSG00000123165.9	HGNC
Gpr119	G protein-coupled receptor 119	727808	302813	ENSRNOG00000024517	Q7TQN8	NA	GPR119	736973	139760	ENSG00000147262.5	HGNC
Crk	CRK proto-oncogene, adaptor protein	2405	54245	ENSRNOG00000025792	Q63768	CrkII;Crko;p38	CRK	736380	1398	ENSG00000167193.8	HGNC
Dock11	dedicator of cytokinesis 11	1564707	313438	ENSRNOG00000013321	A0A0G2JV16;F1LQ91	NA	DOCK11	1348616	139818	ENSG00000147251.16	HGNC
Spin4	spindlin family, member 4	1564004	299038	NA	NA	LOC299038;RGD1564004	SPIN4	1602297	139886	ENSG00000186767.7	HGNC
Crkl	CRK like proto-oncogene, adaptor protein	1308531	287942	ENSRNOG00000001868	Q5U2U2	LOC100911248;LOC287942	CRKL	1318357	1399	ENSG00000099942.13	RGD
Aamp	angio-associated, migratory cell protein	1306281	301512	ENSRNOG00000014399	A0A0G2JWU9;A0A0G2JWW5;B0K024;G3V7V2	LOC301512	AAMP	1607091	14	ENSG00000127837.10	HGNC
Adora3	adenosine A3 receptor	2051	25370	ENSRNOG00000015788	A0A0G2JZ55;P28647;Q99P15	TGPCR1	ADORA3	735600	140	ENSG00000282608.2	RGD
Adora3	adenosine A3 receptor	2051	25370	ENSRNOG00000050743	A0A0G2JZ55;P28647;Q99P15	TGPCR1	ADORA3	735600	140	ENSG00000282608.2	RGD
Crmp1	collapsin response mediator protein 1	2407	25415	ENSRNOG00000004781	Q62950	CRMP-1;DRP-1	CRMP1	731741	1400	ENSG00000072832.15	HGNC
Rps4y2	ribosomal protein S4, Y-linked 2	1590988	690845	ENSRNOG00000031041	D3ZX01	LOC690845	RPS4Y2	1353093	140032	ENSG00000280969.2	HGNC
Crp	C-reactive protein	2411	25419	ENSRNOG00000000053	A0A0G2K8V5;H6X2V2;H6X2V3;H6X2V4;H6X2V7;H6X2V8;H6X2V9;H6X2W0;H6X2W1;H6X2W2;H6X2W3;H6X2W4;H6X2W5;H6X2W6;H6X2W7;H6X2X0;P48199;Q63133;Q63134	Aa1249;Ab1-341;Ab2-196;Ac1-114;Ac1262;Ac2-069;Ba2-693	CRP	736633	1401	ENSG00000132693.12	HGNC
Krtap13-1	keratin associated protein 13-1	2323555	100363184	ENSRNOG00000042531	D4ACE7	LOC100363184	KRTAP13-1	1343187	140258	ENSG00000198390.5	HGNC
Hapln1	hyaluronan and proteoglycan link protein 1	2412	29331	ENSRNOG00000032002	A1A5N6;P03994	Crtl1;LP;MGC156657	HAPLN1	1346855	1404	ENSG00000145681.11	HGNC
Asb11	ankyrin repeat and SOCS box containing 11	1566298	302666	ENSRNOG00000003452	D3ZSF1;F1M6U5	LOC302666;RGD1566298	ASB11	1344351	140456	ENSG00000165192.14	HGNC
Asb5	ankyrin repeat and SOCS box-containing 5	1565973	361187	ENSRNOG00000042630	A0A0G2K854;Q4KLY9	LOC361187;MGC114420	ASB5	1352084	140458	ENSG00000164122.9	HGNC
Asb6	ankyrin repeat and SOCS box-containing 6	1308445	296627	ENSRNOG00000024786	Q6AYC9	LOC296627	ASB6	1318216	140459	ENSG00000148331.12	HGNC
Asb7	ankyrin repeat and SOCS box-containing 7	1305154	365277	ENSRNOG00000013795	D3ZVT6	LOC102549815;LOC365277	ASB7	1313017	140460	ENSG00000183475.13	HGNC
