assay	feature_ID	ensembl_gene	entrez_gene	gene_symbol	human_gene_symbol	human_ensembl_gene	human_entrez_gene	mouse_gene_symbol	mouse_entrez_gene	ortholog_source
transcript-rna-seq	ENSRNOG00000006888	ENSRNOG00000006888	312474	Gcfc2	GCFC2	NA	6936	Gcfc2	330361	RGD
transcript-rna-seq	ENSRNOG00000006889	ENSRNOG00000006889	25377	Ambp	AMBP	NA	259	Ambp	11699	RGD
transcript-rna-seq	ENSRNOG00000006893	ENSRNOG00000006893	312381	Ppm1k	PPM1K	NA	152926	Ppm1k	243382	RGD
transcript-rna-seq	ENSRNOG00000006894	ENSRNOG00000006894	266606	Tor1a	TOR1A	NA	1861	Tor1a	30931	RGD
transcript-rna-seq	ENSRNOG00000006895	ENSRNOG00000006895	287535	Vps53	VPS53	NA	55275	Vps53	68299	RGD
transcript-rna-seq	ENSRNOG00000006898	ENSRNOG00000006898	688912	Mrps16	MRPS16	NA	51021	Mrps16	66242	RGD
transcript-rna-seq	ENSRNOG00000006899	ENSRNOG00000006899	60332	Akap14	AKAP14	NA	158798	Akap14	434756	RGD
transcript-rna-seq	ENSRNOG00000006901	ENSRNOG00000006901	362851	Cd320	CD320	NA	51293	Cd320	54219	RGD
transcript-rna-seq	ENSRNOG00000006905	ENSRNOG00000006905	362736	Hectd1	HECTD1	NA	25831	Hectd1	207304	RGD
transcript-rna-seq	ENSRNOG00000006908	ENSRNOG00000006908	29588	Pou3f2	POU3F2	NA	5454	Pou3f2	18992	RGD
transcript-rna-seq	ENSRNOG00000006911	ENSRNOG00000006911	314251	Sptb	SPTB	NA	6710	Sptb	20741	RGD
transcript-rna-seq	ENSRNOG00000006913	ENSRNOG00000006913	287463	Rpain	RPAIN	NA	84268	Rpain	69723	RGD
transcript-rna-seq	ENSRNOG00000006916	ENSRNOG00000006916	114123	Sardh	SARDH	NA	1757	Sardh	192166	RGD
transcript-rna-seq	ENSRNOG00000006919	ENSRNOG00000006919	366311	Clvs1	CLVS1	NA	157807	Clvs1	74438	RGD
transcript-rna-seq	ENSRNOG00000006920	ENSRNOG00000006920	58963	Htr3b	HTR3B	NA	9177	Htr3b	57014	RGD
transcript-rna-seq	ENSRNOG00000006921	ENSRNOG00000006921	680111	Rbl1	RBL1	NA	5933	Rbl1	19650	RGD
transcript-rna-seq	ENSRNOG00000006924	ENSRNOG00000006924	NA	NA	TMEM125	ENSG00000179178	128218	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000006925	ENSRNOG00000006925	100158223	Zfp786	ZNF786	NA	136051	Zfp786	330301	RGD
transcript-rna-seq	ENSRNOG00000006926	ENSRNOG00000006926	297932	Atp6v0d2	ATP6V0D2	NA	245972	Atp6v0d2	242341	RGD
transcript-rna-seq	ENSRNOG00000006929	ENSRNOG00000006929	313842	Hnrnpll	HNRNPLL	NA	92906	Hnrnpll	72692	RGD
transcript-rna-seq	ENSRNOG00000006930	ENSRNOG00000006930	686019	Casq1	CASQ1	NA	844	Casq1	12372	RGD
transcript-rna-seq	ENSRNOG00000006931	ENSRNOG00000006931	315500	Eepd1	EEPD1	NA	80820	Eepd1	67484	RGD
transcript-rna-seq	ENSRNOG00000006932	ENSRNOG00000006932	NA	NA	DOCK2	ENSG00000134516	1794	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000006934	ENSRNOG00000006934	29381	Acvr1b	ACVR1B	NA	91	Acvr1b	11479	RGD
transcript-rna-seq	ENSRNOG00000006939	ENSRNOG00000006939	299643	Ndufa7	NDUFA7	NA	4701	Ndufa7	66416	RGD
transcript-rna-seq	ENSRNOG00000006940	ENSRNOG00000006940	500904	Ncf4	NCF4	NA	4689	Ncf4	17972	RGD
transcript-rna-seq	ENSRNOG00000006941	ENSRNOG00000006941	500288	Thumpd3	THUMPD3	NA	25917	Thumpd3	14911	RGD
transcript-rna-seq	ENSRNOG00000006943	ENSRNOG00000006943	NA	NA	ZCCHC10	ENSG00000155329	54819	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000006946	ENSRNOG00000006946	362893	Arhgap9	ARHGAP9	NA	64333	Arhgap9	216445	RGD
transcript-rna-seq	ENSRNOG00000006947	ENSRNOG00000006947	311254	Pdhx	PDHX	NA	8050	Pdhx	27402	RGD
transcript-rna-seq	ENSRNOG00000006949	ENSRNOG00000006949	29681	C1qbp	C1QBP	NA	708	C1qbp	12261	RGD
transcript-rna-seq	ENSRNOG00000006950	ENSRNOG00000006950	29520	Padi3	PADI3	NA	51702	Padi3	18601	RGD
transcript-rna-seq	ENSRNOG00000006952	ENSRNOG00000006952	311647	Prex1	PREX1	NA	57580	Prex1	277360	RGD
transcript-rna-seq	ENSRNOG00000006956	ENSRNOG00000006956	NA	NA	ADAMTSL1	ENSG00000178031	92949	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000006957	ENSRNOG00000006957	29629	Gria4	GRIA4	NA	2893	Gria4	14802	RGD
transcript-rna-seq	ENSRNOG00000006958	ENSRNOG00000006958	NA	NA	ZNF12	ENSG00000164631	7559	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000006961	ENSRNOG00000006961	171365	Snrpb	SNRPB	NA	6628	Snrpb	20638	RGD
transcript-rna-seq	ENSRNOG00000006962	ENSRNOG00000006962	365381	Stk32c	STK32C	NA	282974	Stk32c	57740	RGD
transcript-rna-seq	ENSRNOG00000006963	ENSRNOG00000006963	25424	Ctse	CTSE	NA	1510	Ctse	13034	RGD
transcript-rna-seq	ENSRNOG00000006965	ENSRNOG00000006965	303132	Aff4	AFF4	NA	27125	Aff4	93736	RGD
transcript-rna-seq	ENSRNOG00000006966	ENSRNOG00000006966	25492	Nfia	NFIA	NA	4774	Nfia	18027	RGD
transcript-rna-seq	ENSRNOG00000006967	ENSRNOG00000006967	63879	Xiap	XIAP	NA	331	Xiap	11798	RGD
transcript-rna-seq	ENSRNOG00000006968	ENSRNOG00000006968	297372	Mrpl19	MRPL19	NA	9801	Mrpl19	56284	RGD
transcript-rna-seq	ENSRNOG00000006970	ENSRNOG00000006970	114524	Ntn3	NTN3	NA	4917	Ntn3	18209	RGD
transcript-rna-seq	ENSRNOG00000006971	ENSRNOG00000006971	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000006972	ENSRNOG00000006972	313219	Zfp189	ZNF189	NA	7743	Zfp189	230162	RGD
transcript-rna-seq	ENSRNOG00000006973	ENSRNOG00000006973	314788	RGD1307947	C12orf29	NA	91298	4930430F08Rik	68281	RGD
transcript-rna-seq	ENSRNOG00000006975	ENSRNOG00000006975	682507	Wasl	WASL	NA	8976	Wasl	73178	RGD
transcript-rna-seq	ENSRNOG00000006976	ENSRNOG00000006976	299180	Med6	MED6	NA	10001	Med6	69792	RGD
transcript-rna-seq	ENSRNOG00000006978	ENSRNOG00000006978	366856	Mterf2	MTERF2	NA	80298	Mterf2	74238	RGD
transcript-rna-seq	ENSRNOG00000006979	ENSRNOG00000006979	29177	Hpca	HPCA	NA	3208	Hpca	15444	RGD
transcript-rna-seq	ENSRNOG00000006980	ENSRNOG00000006980	286761	Vcpip1	VCPIP1	NA	80124	Vcpip1	70675	RGD
transcript-rna-seq	ENSRNOG00000006983	ENSRNOG00000006983	252924	Nr2c1	NR2C1	NA	7181	Nr2c1	22025	RGD
transcript-rna-seq	ENSRNOG00000006984	ENSRNOG00000006984	689314	Mapk11	MAPK11	NA	5600	Mapk11	19094	RGD
transcript-rna-seq	ENSRNOG00000006985	ENSRNOG00000006985	500715	Ccnk	CCNK	NA	8812	Ccnk	12454	RGD
transcript-rna-seq	ENSRNOG00000006986	ENSRNOG00000006986	NA	RGD1304624	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000006987	ENSRNOG00000006987	362857	Tmem263	TMEM263	NA	90488	Tmem263	103266	RGD
transcript-rna-seq	ENSRNOG00000006989	ENSRNOG00000006989	24803	Vamp2	VAMP2	NA	6844	Vamp2	22318	RGD
transcript-rna-seq	ENSRNOG00000006990	ENSRNOG00000006990	84427	Grb7	GRB7	NA	2886	Grb7	14786	RGD
transcript-rna-seq	ENSRNOG00000006992	ENSRNOG00000006992	297755	Rpl7	RPL7	ENSG00000147604	6129	Rpl7	19989	RGD
transcript-rna-seq	ENSRNOG00000006994	ENSRNOG00000006994	287557	Spaca3	SPACA3	NA	124912	Spaca3	75622	RGD
transcript-rna-seq	ENSRNOG00000006995	ENSRNOG00000006995	315272	Ano6	ANO6	NA	196527	Ano6	105722	RGD
transcript-rna-seq	ENSRNOG00000006996	ENSRNOG00000006996	313108	Mms22l	MMS22L	NA	253714	Mms22l	212377	RGD
transcript-rna-seq	ENSRNOG00000006997	ENSRNOG00000006997	54226	App	APP	NA	351	App	11820	RGD
transcript-rna-seq	ENSRNOG00000006998	ENSRNOG00000006998	NA	Fhl4	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000006999	ENSRNOG00000006999	313417	Wdr78	WDR78	NA	79819	Wdr78	242584	RGD
transcript-rna-seq	ENSRNOG00000007000	ENSRNOG00000007000	299979	Grhl2	GRHL2	NA	79977	Grhl2	252973	RGD
transcript-rna-seq	ENSRNOG00000007002	ENSRNOG00000007002	60584	Lif	LIF	NA	3976	Lif	16878	RGD
transcript-rna-seq	ENSRNOG00000007003	ENSRNOG00000007003	315162	Mei1	MEI1	NA	150365	Mei1	74369	RGD
transcript-rna-seq	ENSRNOG00000007006	ENSRNOG00000007006	29484	Slc3a1	SLC3A1	NA	6519	Slc3a1	20532	RGD
transcript-rna-seq	ENSRNOG00000007012	ENSRNOG00000007012	499800	Ly75	LY75	NA	4065	Ly75	17076	RGD
transcript-rna-seq	ENSRNOG00000007014	ENSRNOG00000007014	59322	Cnksr2	CNKSR2	NA	22866	Cnksr2	245684	RGD
transcript-rna-seq	ENSRNOG00000007017	ENSRNOG00000007017	296153	Tmc2	TMC2	NA	117532	Tmc2	192140	RGD
transcript-rna-seq	ENSRNOG00000007018	ENSRNOG00000007018	362197	Mapkbp1	MAPKBP1	NA	23005	Mapkbp1	26390	RGD
transcript-rna-seq	ENSRNOG00000007023	ENSRNOG00000007023	313843	Galm	GALM	NA	130589	Galm	319625	RGD
transcript-rna-seq	ENSRNOG00000007025	ENSRNOG00000007025	289711	Evc2	EVC2	NA	132884	Evc2	68525	RGD
transcript-rna-seq	ENSRNOG00000007027	ENSRNOG00000007027	24446	Hgf	HGF	NA	3082	Hgf	15234	RGD
transcript-rna-seq	ENSRNOG00000007029	ENSRNOG00000007029	65028	Dnaja1	DNAJA1	NA	3301	Dnaja1	15502	RGD
transcript-rna-seq	ENSRNOG00000007030	ENSRNOG00000007030	171287	Epha7	EPHA7	NA	2045	Epha7	13841	RGD
transcript-rna-seq	ENSRNOG00000007031	ENSRNOG00000007031	155812	Trim9	TRIM9	NA	114088	Trim9	94090	RGD
transcript-rna-seq	ENSRNOG00000007032	ENSRNOG00000007032	300186	Amigo2	AMIGO2	NA	347902	Amigo2	105827	RGD
transcript-rna-seq	ENSRNOG00000007033	ENSRNOG00000007033	305438	Sorcs2	SORCS2	NA	57537	Sorcs2	81840	RGD
transcript-rna-seq	ENSRNOG00000007034	ENSRNOG00000007034	362342	Hipk2	HIPK2	NA	28996	Hipk2	15258	RGD
transcript-rna-seq	ENSRNOG00000007036	ENSRNOG00000007036	29591	Tgfbr1	TGFBR1	ENSG00000106799	7046	Tgfbr1	21812	RGD
transcript-rna-seq	ENSRNOG00000007037	ENSRNOG00000007037	679641	Cfap57	CFAP57	NA	149465	Cfap57	68625	RGD
transcript-rna-seq	ENSRNOG00000007038	ENSRNOG00000007038	114589	Cntn5	CNTN5	NA	53942	Cntn5	244682	RGD
transcript-rna-seq	ENSRNOG00000007040	ENSRNOG00000007040	500655	Timm17a	TIMM17A	ENSG00000134375	10440	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000007040	ENSRNOG00000007040	54311	Timm17a	TIMM17A	ENSG00000134375	10440	Timm17a	21854	RGD
transcript-rna-seq	ENSRNOG00000007040	ENSRNOG00000007040	500655	Timm17al1	TIMM17A	ENSG00000134375	10440	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000007040	ENSRNOG00000007040	54311	Timm17al1	TIMM17A	ENSG00000134375	10440	Timm17a	21854	RGD
transcript-rna-seq	ENSRNOG00000007041	ENSRNOG00000007041	312382	Abcg2	ABCG2	ENSG00000118777	9429	Abcg2	26357	RGD
transcript-rna-seq	ENSRNOG00000007043	ENSRNOG00000007043	299050	Prorp	PRORP	NA	9692	Prorp	66132	RGD
transcript-rna-seq	ENSRNOG00000007044	ENSRNOG00000007044	311613	L3mbtl1	L3MBTL1	NA	26013	L3mbtl1	241764	RGD
transcript-rna-seq	ENSRNOG00000007046	ENSRNOG00000007046	361006	Cfap70	CFAP70	NA	118491	Cfap70	76670	RGD
transcript-rna-seq	ENSRNOG00000007047	ENSRNOG00000007047	312812	Eps8	EPS8	NA	2059	Eps8	13860	RGD
transcript-rna-seq	ENSRNOG00000007048	ENSRNOG00000007048	171337	Rap1b	RAP1B	NA	5908	Rap1b	215449	RGD
transcript-rna-seq	ENSRNOG00000007049	ENSRNOG00000007049	305589	Bcl11a	BCL11A	NA	53335	Bcl11a	14025	RGD
transcript-rna-seq	ENSRNOG00000007051	ENSRNOG00000007051	117044	Rraga	RRAGA	NA	10670	Rraga	68441	RGD
transcript-rna-seq	ENSRNOG00000007053	ENSRNOG00000007053	100911235	Med7	MED7	NA	9443	Med7	66213	RGD
transcript-rna-seq	ENSRNOG00000007054	ENSRNOG00000007054	287464	Dhx33	DHX33	NA	56919	Dhx33	216877	RGD
transcript-rna-seq	ENSRNOG00000007057	ENSRNOG00000007057	313040	Csmd2	CSMD2	NA	114784	Csmd2	329942	RGD
transcript-rna-seq	ENSRNOG00000007059	ENSRNOG00000007059	84396	Atp1b4	ATP1B4	NA	23439	Atp1b4	67821	RGD
transcript-rna-seq	ENSRNOG00000007060	ENSRNOG00000007060	298199	Plin2	PLIN2	NA	123	Plin2	11520	RGD
transcript-rna-seq	ENSRNOG00000007061	ENSRNOG00000007061	500608	Arhgef33	ARHGEF33	NA	100271715	Arhgef33	381112	RGD
transcript-rna-seq	ENSRNOG00000007062	ENSRNOG00000007062	314397	Rin3	RIN3	NA	79890	Rin3	217835	RGD
transcript-rna-seq	ENSRNOG00000007064	ENSRNOG00000007064	312303	Zfp746	ZNF746	NA	155061	Zfp746	69228	RGD
transcript-rna-seq	ENSRNOG00000007066	ENSRNOG00000007066	25689	Htr5a	HTR5A	NA	3361	Htr5a	15563	RGD
transcript-rna-seq	ENSRNOG00000007067	ENSRNOG00000007067	54282	Padi1	PADI1	NA	29943	Padi1	18599	RGD
transcript-rna-seq	ENSRNOG00000007069	ENSRNOG00000007069	362474	Adhfe1	ADHFE1	NA	137872	Adhfe1	76187	RGD
transcript-rna-seq	ENSRNOG00000007076	ENSRNOG00000007076	NA	NA	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007077	ENSRNOG00000007077	315745	Fem1b	FEM1B	NA	10116	Fem1b	14155	RGD
transcript-rna-seq	ENSRNOG00000007078	ENSRNOG00000007078	65154	Ccn4	CCN4	NA	8840	Ccn4	22402	RGD
transcript-rna-seq	ENSRNOG00000007080	ENSRNOG00000007080	313254	Kif12	KIF12	NA	113220	Kif12	16552	RGD
transcript-rna-seq	ENSRNOG00000007081	ENSRNOG00000007081	497811	Xdh	XDH	NA	7498	Xdh	22436	RGD
transcript-rna-seq	ENSRNOG00000007083	ENSRNOG00000007083	362614	Gpn2	GPN2	NA	54707	Gpn2	100210	RGD
transcript-rna-seq	ENSRNOG00000007084	ENSRNOG00000007084	303596	Marchf10	MARCHF10	NA	162333	Marchf10	632687	RGD
transcript-rna-seq	ENSRNOG00000007088	ENSRNOG00000007088	314879	Xpot	XPOT	NA	11260	Xpot	73192	RGD
transcript-rna-seq	ENSRNOG00000007089	ENSRNOG00000007089	63865	Lgmn	LGMN	NA	5641	Lgmn	19141	RGD
transcript-rna-seq	ENSRNOG00000007090	ENSRNOG00000007090	24239	Cacna1c	CACNA1C	NA	775	Cacna1c	12288	RGD
transcript-rna-seq	ENSRNOG00000007091	ENSRNOG00000007091	362934	Ly6e	LY6E	NA	4061	Ly6e	17069	RGD
transcript-rna-seq	ENSRNOG00000007092	ENSRNOG00000007092	24366	Fgb	FGB	NA	2244	Fgb	110135	RGD
transcript-rna-seq	ENSRNOG00000007097	ENSRNOG00000007097	362615	Gpatch3	GPATCH3	NA	63906	Gpatch3	242691	RGD
transcript-rna-seq	ENSRNOG00000007098	ENSRNOG00000007098	312054	Gtpbp10	GTPBP10	NA	85865	Gtpbp10	207704	RGD
transcript-rna-seq	ENSRNOG00000007099	ENSRNOG00000007099	500551	S100pbp	S100PBP	NA	64766	S100pbp	74648	RGD
transcript-rna-seq	ENSRNOG00000007100	ENSRNOG00000007100	362331	Ccdc136	CCDC136	NA	64753	Ccdc136	232664	RGD
transcript-rna-seq	ENSRNOG00000007102	ENSRNOG00000007102	296259	Acss1	ACSS1	NA	84532	Acss1	68738	RGD
transcript-rna-seq	ENSRNOG00000007104	ENSRNOG00000007104	25262	Itpr1	ITPR1	NA	3708	Itpr1	16438	RGD
transcript-rna-seq	ENSRNOG00000007106	ENSRNOG00000007106	313845	Sos1	SOS1	NA	6654	Sos1	20662	RGD
transcript-rna-seq	ENSRNOG00000007110	ENSRNOG00000007110	500430	Ankrd6	ANKRD6	NA	22881	Ankrd6	140577	RGD
transcript-rna-seq	ENSRNOG00000007111	ENSRNOG00000007111	25499	Nrdc	NRDC	NA	4898	Nrd1	230598	RGD
transcript-rna-seq	ENSRNOG00000007112	ENSRNOG00000007112	108348172	Pcsk1n	PCSK1N	ENSG00000102109	27344	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000007112	ENSRNOG00000007112	103690091	Pcsk1n	NA	NA	NA	Pcsk1n	30052	RGD
transcript-rna-seq	ENSRNOG00000007112	ENSRNOG00000007112	108348172	LOC103690091	PCSK1N	ENSG00000102109	27344	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000007112	ENSRNOG00000007112	103690091	LOC103690091	NA	NA	NA	Pcsk1n	30052	RGD
transcript-rna-seq	ENSRNOG00000007112	ENSRNOG00000007112	108348172	LOC108348172	PCSK1N	ENSG00000102109	27344	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000007112	ENSRNOG00000007112	103690091	LOC108348172	NA	NA	NA	Pcsk1n	30052	RGD
transcript-rna-seq	ENSRNOG00000007114	ENSRNOG00000007114	29673	Psma6	PSMA6	ENSG00000100902	5687	Psma6	26443	RGD
transcript-rna-seq	ENSRNOG00000007115	ENSRNOG00000007115	362453	Crebl2	CREBL2	NA	1389	Crebl2	232430	RGD
transcript-rna-seq	ENSRNOG00000007117	ENSRNOG00000007117	363544	Cluap1	CLUAP1	NA	23059	Cluap1	76779	RGD
transcript-rna-seq	ENSRNOG00000007118	ENSRNOG00000007118	500221	Eva1a	EVA1A	NA	84141	Eva1a	232146	RGD
transcript-rna-seq	ENSRNOG00000007120	ENSRNOG00000007120	305482	Mtmr3	MTMR3	NA	8897	Mtmr3	74302	RGD
transcript-rna-seq	ENSRNOG00000007124	ENSRNOG00000007124	312437	Krcc1	KRCC1	NA	51315	Krcc1	57896	RGD
transcript-rna-seq	ENSRNOG00000007125	ENSRNOG00000007125	286932	Vps54	VPS54	NA	51542	Vps54	245944	RGD
transcript-rna-seq	ENSRNOG00000007126	ENSRNOG00000007126	312787	Gpr19	GPR19	NA	2842	Gpr19	14760	RGD
transcript-rna-seq	ENSRNOG00000007127	ENSRNOG00000007127	362142	Bbs5	BBS5	NA	129880	Bbs5	72569	RGD
transcript-rna-seq	ENSRNOG00000007128	ENSRNOG00000007128	362214	Nop56	NOP56	NA	10528	Nop56	67134	RGD
transcript-rna-seq	ENSRNOG00000007129	ENSRNOG00000007129	24931	Cd8b	CD8B	NA	926	Cd8b1	12526	RGD
transcript-rna-seq	ENSRNOG00000007131	ENSRNOG00000007131	311944	Paxip1	PAXIP1	NA	22976	Paxip1	55982	RGD
transcript-rna-seq	ENSRNOG00000007133	ENSRNOG00000007133	315217	Plxnb2	PLXNB2	NA	23654	Plxnb2	140570	RGD
transcript-rna-seq	ENSRNOG00000007134	ENSRNOG00000007134	297699	Strap	STRAP	ENSG00000023734	11171	Strap	20901	RGD
transcript-rna-seq	ENSRNOG00000007136	ENSRNOG00000007136	155423	Anxa7	ANXA7	NA	310	Anxa7	11750	RGD
transcript-rna-seq	ENSRNOG00000007137	ENSRNOG00000007137	246138	Ly6i	LY6L	ENSG00000261667	101928108	NA	NA	ensembl
transcript-rna-seq	ENSRNOG00000007139	ENSRNOG00000007139	25571	Ttpa	TTPA	NA	7274	Ttpa	50500	RGD
transcript-rna-seq	ENSRNOG00000007141	ENSRNOG00000007141	58842	Preb	PREB	NA	10113	Preb	50907	RGD
transcript-rna-seq	ENSRNOG00000007142	ENSRNOG00000007142	117108	B3gat1	B3GAT1	NA	27087	B3gat1	76898	RGD
transcript-rna-seq	ENSRNOG00000007147	ENSRNOG00000007147	362782	Cyp46a1	CYP46A1	NA	10858	Cyp46a1	13116	RGD
transcript-rna-seq	ENSRNOG00000007151	ENSRNOG00000007151	362316	Cdk14	CDK14	NA	5218	Cdk14	18647	RGD
transcript-rna-seq	ENSRNOG00000007152	ENSRNOG00000007152	79431	Bhlhe40	BHLHE40	NA	8553	Bhlhe40	20893	RGD
transcript-rna-seq	ENSRNOG00000007158	ENSRNOG00000007158	64016	Qtrt1	QTRT1	NA	81890	Qtrt1	60507	RGD
transcript-rna-seq	ENSRNOG00000007159	ENSRNOG00000007159	24770	Ccl2	CCL2	NA	6347	Ccl2	20296	RGD
transcript-rna-seq	ENSRNOG00000007160	ENSRNOG00000007160	362224	Kat14	KAT14	NA	57325	Kat14	228714	RGD
transcript-rna-seq	ENSRNOG00000007164	ENSRNOG00000007164	315746	Cln6	CLN6	NA	54982	Cln6	76524	RGD
transcript-rna-seq	ENSRNOG00000007172	ENSRNOG00000007172	170920	Map4k3	MAP4K3	NA	8491	Map4k3	225028	RGD
transcript-rna-seq	ENSRNOG00000007174	ENSRNOG00000007174	313581	Utp11	UTP11	NA	51118	Utp11	67205	RGD
transcript-rna-seq	ENSRNOG00000007175	ENSRNOG00000007175	313418	Mier1	MIER1	NA	57708	Mier1	71148	RGD
transcript-rna-seq	ENSRNOG00000007177	ENSRNOG00000007177	315664	Poglut3	POGLUT3	NA	143888	Poglut3	68304	RGD
transcript-rna-seq	ENSRNOG00000007178	ENSRNOG00000007178	24930	Cd8a	CD8A	NA	925	Cd8a	12525	RGD
transcript-rna-seq	ENSRNOG00000007184	ENSRNOG00000007184	NA	RGD1305298	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007184	ENSRNOG00000007184	NA	LOC103690170	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007189	ENSRNOG00000007189	298300	Ttc22	TTC22	NA	55001	Ttc22	230576	RGD
transcript-rna-seq	ENSRNOG00000007197	ENSRNOG00000007197	60351	Nr1h4	NR1H4	NA	9971	Nr1h4	20186	RGD
transcript-rna-seq	ENSRNOG00000007200	ENSRNOG00000007200	303511	Ikzf3	IKZF3	NA	22806	Ikzf3	22780	RGD
transcript-rna-seq	ENSRNOG00000007202	ENSRNOG00000007202	246262	Sema3d	SEMA3D	NA	223117	Sema3d	108151	RGD
transcript-rna-seq	ENSRNOG00000007203	ENSRNOG00000007203	289990	Psmc6	PSMC6	NA	5706	Psmc6	67089	RGD
transcript-rna-seq	ENSRNOG00000007206	ENSRNOG00000007206	361016	LOC361016	C3orf67	NA	200844	4930452B06Rik	74430	RGD
transcript-rna-seq	ENSRNOG00000007212	ENSRNOG00000007212	404783	Hyal4	HYAL4	NA	23553	Hyal4	77042	RGD
transcript-rna-seq	ENSRNOG00000007213	ENSRNOG00000007213	313047	Yars1	YARS1	NA	8565	Yars	107271	RGD
transcript-rna-seq	ENSRNOG00000007214	ENSRNOG00000007214	298282	Oma1	OMA1	NA	115209	Oma1	67013	RGD
transcript-rna-seq	ENSRNOG00000007218	ENSRNOG00000007218	NA	Leap2	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007219	ENSRNOG00000007219	NA	LOC103692716	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007221	ENSRNOG00000007221	497778	Dut	DUT	ENSG00000128951	1854	Dut	110074	RGD
transcript-rna-seq	ENSRNOG00000007224	ENSRNOG00000007224	500034	Bmt2	BMT2	NA	154743	Bmt2	101148	RGD
transcript-rna-seq	ENSRNOG00000007227	ENSRNOG00000007227	360617	Mien1	MIEN1	ENSG00000141741	84299	Mien1	103742	RGD
transcript-rna-seq	ENSRNOG00000007229	ENSRNOG00000007229	117274	Nr0b2	NR0B2	NA	8431	Nr0b2	23957	RGD
transcript-rna-seq	ENSRNOG00000007230	ENSRNOG00000007230	366848	Kank3	KANK3	NA	256949	Kank3	80880	RGD
transcript-rna-seq	ENSRNOG00000007231	ENSRNOG00000007231	117037	Spam1	SPAM1	NA	6677	Spam1	20690	RGD
transcript-rna-seq	ENSRNOG00000007232	ENSRNOG00000007232	NA	Lao1	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007234	ENSRNOG00000007234	25427	Cyp51	CYP51A1	NA	1595	Cyp51	13121	RGD
transcript-rna-seq	ENSRNOG00000007235	ENSRNOG00000007235	29754	Atp5mc1	ATP5MC1	NA	516	Atp5g1	11951	RGD
transcript-rna-seq	ENSRNOG00000007237	ENSRNOG00000007237	25587	Id2	ID2	NA	3398	Id2	15902	RGD
transcript-rna-seq	ENSRNOG00000007238	ENSRNOG00000007238	NA	LOC297756	NA	NA	NA	NA	NA	NA
transcript-rna-seq	ENSRNOG00000007240	ENSRNOG00000007240	297784	Rrs1	RRS1	NA	23212	Rrs1	59014	RGD
transcript-rna-seq	ENSRNOG00000007241	ENSRNOG00000007241	311183	Fnbp4	FNBP4	NA	23360	Fnbp4	55935	RGD
transcript-rna-seq	ENSRNOG00000007242	ENSRNOG00000007242	362078	Ehmt1	EHMT1	NA	79813	Ehmt1	77683	RGD
transcript-rna-seq	ENSRNOG00000007243	ENSRNOG00000007243	286934	Havcr1	HAVCR1	ENSG00000113249	26762	Havcr1	171283	RGD
transcript-rna-seq	ENSRNOG00000007246	ENSRNOG00000007246	361015	Atxn7	ATXN7	NA	6314	Atxn7	246103	RGD
transcript-rna-seq	ENSRNOG00000007247	ENSRNOG00000007247	362442	A2ml1	A2ML1	NA	144568	A2ml1	232400	RGD
transcript-rna-seq	ENSRNOG00000007249	ENSRNOG00000007249	83571	Cdkn1b	CDKN1B	NA	1027	Cdkn1b	12576	RGD
transcript-rna-seq	ENSRNOG00000007250	ENSRNOG00000007250	299138	Six4	SIX4	NA	51804	Six4	20474	RGD
transcript-rna-seq	ENSRNOG00000007253	ENSRNOG00000007253	314028	Cbll1	CBLL1	NA	79872	Cbll1	104836	RGD
transcript-rna-seq	ENSRNOG00000007254	ENSRNOG00000007254	500689	Ttc9	TTC9	NA	23508	Ttc9	69480	RGD
transcript-rna-seq	ENSRNOG00000007255	ENSRNOG00000007255	363676	Zpbp2	ZPBP2	NA	124626	Zpbp2	69376	RGD
transcript-rna-seq	ENSRNOG00000007256	ENSRNOG00000007256	64169	Necab1	NECAB1	NA	64168	Necab1	69352	RGD
transcript-rna-seq	ENSRNOG00000007258	ENSRNOG00000007258	297757	Sbspon	SBSPON	NA	157869	Sbspon	226866	RGD
transcript-rna-seq	ENSRNOG00000007261	ENSRNOG00000007261	304729	Gli2	GLI2	NA	2736	Gli2	14633	RGD
